ts,utilization,time_in_station,time_in_queue,time_driving,meters_traveled
3599,0.27765626,0.296875,0.0234375,0.6796875,0
3600,0.28093752,0.5859375,0.046875,1.3671875,0
3601,0.28367192,0.875,0.0703125,2.0546875,26.210938
3602,0.28203127,1.15625,0.1015625,2.7421875,26.210938
3603,0.28203127,1.4453125,0.1328125,3.421875,40.570313
3604,0.28343755,1.7421875,0.1640625,4.09375,56.625
3605,0.2827344,2.03125,0.1953125,4.7734375,56.625
3606,0.2827344,2.296875,0.2265625,5.4765625,56.625
3607,0.28476566,2.5625,0.2578125,6.1796875,70.984375
3608,0.28679687,2.828125,0.2890625,6.8828125,91.296875
3609,0.2852344,3.0859375,0.3203125,7.59375,101.65625
3610,0.28640625,3.3671875,0.34375,8.2890625,158.84375
3611,0.28281248,3.640625,0.3671875,8.9921875,158.84375
3612,0.2844531,3.9140625,0.390625,9.6953125,174.89844
3613,0.28437498,4.1875,0.4140625,10.3984375,174.89844
3614,0.2850781,4.46875,0.4375,11.09375,196.40625
3615,0.28453124,4.7421875,0.4609375,11.796875,196.40625
3616,0.2846875,5.015625,0.484375,12.5,212.46094
3617,0.2834375,5.2890625,0.5078125,13.203125,212.46094
3618,0.28453124,5.5625,0.53125,13.90625,240.92969
3619,0.28031248,5.84375,0.546875,14.609375,265.64063
3620,0.27804688,6.1171875,0.5625,15.3203125,265.64063
3621,0.28171873,6.375,0.578125,16.046875,265.64063
3622,0.28312498,6.640625,0.59375,16.765625,276.9922
3623,0.28054684,6.90625,0.609375,17.484375,288.34375
3624,0.28289062,7.1953125,0.625,18.179688,324.17188
3625,0.27960935,7.46875,0.640625,18.890625,324.17188
3626,0.27968746,7.7421875,0.65625,19.601563,324.17188
3627,0.28054684,8.015625,0.671875,20.3125,324.17188
3628,0.280625,8.2890625,0.6875,21.023438,324.17188
3629,0.280625,8.5625,0.703125,21.734375,324.17188
3630,0.28117186,8.8359375,0.71875,22.445313,334.32813
3631,0.28117186,9.109375,0.734375,23.15625,334.32813
3632,0.28117186,9.3828125,0.75,23.867188,334.32813
3633,0.28117186,9.6640625,0.765625,24.570313,342.45313
3634,0.28187498,9.96875,0.78125,25.25,383.39844
3635,0.28023437,10.28125,0.796875,25.921875,404.9375
3636,0.2797656,10.59375,0.8125,26.59375,404.9375
3637,0.28031248,10.90625,0.8203125,27.273438,447.02344
3638,0.2767969,11.21875,0.828125,27.953125,457.1797
3639,0.27609378,11.5390625,0.84375,28.617188,478.1172
3640,0.27851564,11.8359375,0.859375,29.304688,503.71094
3641,0.27609375,12.140625,0.875,29.984375,524.64844
3642,0.27593753,12.4453125,0.890625,30.664063,524.64844
3643,0.2767969,12.734375,0.90625,31.359375,524.64844
3644,0.2770313,13.03125,0.921875,32.046875,534.8047
3645,0.27625003,13.328125,0.9375,32.734375,543.8906
3646,0.27578127,13.625,0.953125,33.421875,564.8281
3647,0.2755469,13.9296875,0.96875,34.101563,573.91406
3648,0.27429688,14.25,0.984375,34.765625,599.625
3649,0.2739844,14.578125,1,35.421875,628.09375
3650,0.27234378,14.8984375,1.015625,36.085938,628.09375
3651,0.27242193,15.21875,1.03125,36.75,644.14844
3652,0.27078128,15.515625,1.046875,37.4375,655.5
3653,0.2677344,15.828125,1.0625,38.109375,678.2031
3654,0.2658594,16.132813,1.078125,38.789063,678.2031
3655,0.2664844,16.4375,1.09375,39.46875,678.2031
3656,0.26695317,16.734375,1.109375,40.15625,692.5625
3657,0.26687503,17.039063,1.125,40.835938,703.91406
3658,0.26750004,17.359375,1.1328125,41.507813,747.9375
3659,0.26578128,17.679688,1.140625,42.179688,747.9375
3660,0.26671878,17.992188,1.1484375,42.859375,758.09375
3661,0.26726565,18.296875,1.15625,43.546875,768.25
3662,0.26429686,18.609375,1.1640625,44.226563,783.4844
3663,0.2639844,18.945313,1.1640625,44.890625,828.33594
3664,0.26250002,19.273438,1.1640625,45.5625,828.33594
3665,0.26281253,19.601563,1.1640625,46.234375,839.6875
3666,0.26171878,19.90625,1.1640625,46.929688,839.6875
3667,0.26171878,20.210938,1.1640625,47.625,839.6875
3668,0.26171878,20.515625,1.1640625,48.320313,839.6875
3669,0.26171878,20.820313,1.1640625,49.015625,839.6875
3670,0.26328126,21.140625,1.1640625,49.695313,861.4375
3671,0.2632813,21.460938,1.1640625,50.375,861.4375
3672,0.26414064,21.773438,1.1640625,51.0625,861.4375
3673,0.2683594,22.101563,1.1640625,51.734375,884.1406
3674,0.2686719,22.4375,1.1640625,52.398438,899.375
3675,0.26828128,22.765625,1.1640625,53.070313,899.375
3676,0.26828128,23.070313,1.1640625,53.765625,899.375
3677,0.26882815,23.359375,1.1640625,54.476563,899.375
3678,0.26882815,23.65625,1.1640625,55.179688,909.53125
3679,0.27054688,23.9375,1.1640625,55.898438,920.8828
3680,0.26820314,24.21875,1.1640625,56.617188,932.2344
3681,0.26875,24.515625,1.1640625,57.320313,959.0703
3682,0.2669531,24.796875,1.1640625,58.039063,959.0703
3683,0.268125,25.078125,1.1640625,58.757813,977.3828
3684,0.26796874,25.359375,1.1640625,59.476563,977.3828
3685,0.26828125,25.640625,1.1640625,60.195313,977.3828
3686,0.2714844,25.921875,1.1640625,60.914063,997.6953
3687,0.26773438,26.203125,1.1640625,61.632813,1013.75
3688,0.26828125,26.484375,1.1640625,62.351563,1028.9844
3689,0.268125,26.757813,1.1640625,63.078125,1028.9844
3690,0.26851562,27.023438,1.1640625,63.8125,1042.3438
3691,0.26757813,27.28125,1.1640625,64.55469,1052.5
3692,0.26742187,27.546875,1.1640625,65.28906,1066.6094
3693,0.26515624,27.804688,1.1640625,66.03125,1066.6094
3694,0.26515624,28.054688,1.1640625,66.78125,1066.6094
3695,0.26515624,28.289063,1.1640625,67.546875,1066.6094
3696,0.26578122,28.523438,1.1640625,68.3125,1066.6094
3697,0.2705469,28.757813,1.1640625,69.078125,1066.6094
3698,0.2705469,28.992188,1.1640625,69.84375,1077.9609
3699,0.26820314,29.21875,1.1640625,70.61719,1077.9609
3700,0.2684375,29.421875,1.1640625,71.41406,1077.9609
3701,0.269375,29.632813,1.1640625,72.203125,1094.0156
3702,0.26890627,29.84375,1.1640625,72.99219,1116.7266
3703,0.26937503,30.046875,1.1640625,73.78906,1116.7266
3704,0.26953128,30.25,1.1640625,74.58594,1131.0859
3705,0.26945317,30.4375,1.1640625,75.39844,1151.3984
3706,0.26906255,30.632813,1.1640625,76.203125,1161.5547
3707,0.26843753,30.835938,1.1640625,77,1194.2266
3708,0.26507816,31.039063,1.1640625,77.796875,1194.2266
3709,0.26539066,31.242188,1.1640625,78.59375,1194.2266
3710,0.26687503,31.453125,1.171875,79.375,1208.5859
3711,0.26789066,31.671875,1.1796875,80.14844,1218.7422
3712,0.26875004,31.90625,1.1875,80.90625,1265.7031
3713,0.2682813,32.15625,1.1953125,81.64844,1284.1641
3714,0.2717188,32.421875,1.203125,82.375,1311.5703
3715,0.2717188,32.679688,1.2109375,83.109375,1321.7266
3716,0.2732032,32.929688,1.21875,83.85156,1321.7266
3717,0.2732032,33.179688,1.2265625,84.59375,1321.7266
3718,0.2732032,33.4375,1.234375,85.328125,1333.0781
3719,0.2760938,33.710938,1.2421875,86.046875,1359.6641
3720,0.27468756,33.976563,1.25,86.77344,1359.6641
3721,0.2753907,34.242188,1.2578125,87.5,1369.8203
3722,0.27546883,34.507813,1.2734375,88.21875,1381.1719
3723,0.27546883,34.757813,1.28125,88.96094,1395.5313
3724,0.2750001,35.007813,1.2890625,89.703125,1395.5313
3725,0.2750001,35.257813,1.296875,90.44531,1406.8828
3726,0.27453133,35.507813,1.3046875,91.1875,1406.8828
3727,0.27968758,35.78125,1.3125,91.90625,1468.2891
3728,0.27882823,36.054688,1.3203125,92.625,1489.2266
3729,0.27796882,36.335938,1.328125,93.33594,1514.9375
3730,0.27765635,36.625,1.3359375,94.03906,1533.2188
3731,0.27687508,36.929688,1.34375,94.72656,1575.4922
3732,0.27648446,37.226563,1.3515625,95.421875,1575.4922
3733,0.27648446,37.515625,1.359375,96.125,1575.4922
3734,0.27703133,37.804688,1.3671875,96.828125,1585.6484
3735,0.27625006,38.09375,1.375,97.53125,1585.6484
3736,0.27664068,38.390625,1.3828125,98.22656,1608.3594
3737,0.27765632,38.695313,1.390625,98.91406,1619.7109
3738,0.27835944,39.007813,1.3984375,99.59375,1638.0234
3739,0.27648446,39.328125,1.40625,100.265625,1649.375
3740,0.2747657,39.640625,1.4140625,100.94531,1649.375
3741,0.27640632,39.960938,1.421875,101.61719,1656.4844
3742,0.27468756,40.28125,1.4296875,102.28906,1656.4844
3743,0.27492195,40.59375,1.4375,102.96875,1656.4844
3744,0.27742195,40.914063,1.453125,103.63281,1685.2031
3745,0.2771876,41.234375,1.46875,104.296875,1685.2031
3746,0.27796885,41.554688,1.484375,104.96094,1695.3594
3747,0.27609384,41.882813,1.5,105.61719,1714.8828
3748,0.2753907,42.21875,1.5078125,106.27344,1743.3516
3749,0.2753907,42.546875,1.515625,106.9375,1763.6641
3750,0.27742195,42.882813,1.5234375,107.59375,1774.2656
3751,0.27671883,43.21875,1.53125,108.25,1774.2656
3752,0.2775782,43.554688,1.5390625,108.90625,1788.375
3753,0.27515635,43.898438,1.546875,109.55469,1814.0859
3754,0.27492195,44.21875,1.5546875,110.22656,1829.3203
3755,0.2775001,44.554688,1.5625,110.88281,1870.7969
3756,0.27484384,44.875,1.5703125,111.55469,1870.7969
3757,0.27539074,45.203125,1.578125,112.21875,1913.5156
3758,0.273047,45.539063,1.578125,112.88281,1927.625
3759,0.2718751,45.875,1.578125,113.546875,1927.625
3760,0.273047,46.210938,1.578125,114.21094,1938.9766
3761,0.2721095,46.53125,1.578125,114.890625,1938.9766
3762,0.2721095,46.851563,1.578125,115.57031,1938.9766
3763,0.27273452,47.171875,1.578125,116.25,1955.0313
3764,0.27234387,47.5,1.578125,116.921875,1988.7031
3765,0.27101573,47.820313,1.578125,117.60156,1988.7031
3766,0.27101573,48.148438,1.578125,118.27344,1998.8594
3767,0.27265638,48.492188,1.578125,118.92969,2038.6484
3768,0.27015635,48.851563,1.578125,119.57031,2071.3203
3769,0.26828134,49.195313,1.5859375,120.21875,2081.4766
3770,0.26851574,49.539063,1.6015625,120.859375,2102.414
3771,0.26835948,49.867188,1.6171875,121.515625,2102.414
3772,0.26976573,50.203125,1.6328125,122.16406,2153.0156
3773,0.26414073,50.53125,1.6484375,122.82031,2164.3672
3774,0.2646095,50.867188,1.6640625,123.46875,2180.4219
