ts,number_of_pods,time_in_station,time_in_pods,meters_traveled
3688,1.1858,26.0644,63.9356,806.5642
3689,1.186,26.3626,64.6374,806.5642
3690,1.1962,26.6566,65.3434,818.8252
3691,1.1962,26.9506,66.0494,818.8252
3692,1.2074,27.2408,66.7592,828.867
3693,1.2144,27.5322,67.4678,838.4036
3694,1.2148,27.8232,68.1768,838.4036
3695,1.2236,28.114,68.886,855.2196
3696,1.2236,28.4048,69.5952,855.2196
3697,1.2242,28.695,70.305,855.2196
3698,1.2252,28.9842,71.0158,855.2196
3699,1.2366,29.2762,71.7238,875.5462
3700,1.2388,29.566,72.434,875.5462
3701,1.2412,29.8534,73.1466,875.5462
3702,1.2426,30.141,73.859,877.871
3703,1.2498,30.433,74.567,899.9138
3704,1.2572,30.7306,75.2694,918.8028
3705,1.2652,31.032,75.968,949.4828
3706,1.2714,31.3272,76.6728,949.4828
3707,1.2726,31.623,77.377,952.0982
3708,1.2726,31.9188,78.0812,952.0982
3709,1.2834,32.2132,78.7868,968.5872
3710,1.2848,32.5062,79.4938,968.5872
3711,1.3054,32.7864,80.2136,978.5172
3712,1.3264,33.0618,80.9382,1011.4716
3713,1.3342,33.3452,81.6548,1037.4058
3714,1.3458,33.6286,82.3714,1059.2306
3715,1.3476,33.9102,83.0898,1059.2306
3716,1.3478,34.1916,83.8084,1059.2306
3717,1.3478,34.473,84.527,1059.2306
3718,1.3552,34.7578,85.2422,1084.5458
3719,1.371,35.04,85.96,1105.6124
3720,1.371,35.3222,86.6778,1105.6124
3721,1.3754,35.6036,87.3964,1110.8431
3722,1.395,35.8862,88.1138,1143.5332
3723,1.4064,36.1774,88.8226,1178.6466
3724,1.4184,36.4654,89.5346,1195.8066
3725,1.4192,36.7526,90.2474,1195.8066
3726,1.4192,37.0398,90.9602,1195.8066
3727,1.441,37.3274,91.6726,1246.6014
3728,1.4444,37.615,92.385,1253.5884
3729,1.4444,37.9026,93.0974,1253.5884
3730,1.4736,38.178,93.822,1278.0076
3731,1.4836,38.4594,94.5406,1304.926
3732,1.4902,38.742,95.258,1313.272
3733,1.5036,39.0302,95.9698,1341.957
3734,1.5054,39.3166,96.6834,1341.957
3735,1.5088,39.6028,97.3972,1346.117
3736,1.5094,39.8884,98.1116,1346.117
3737,1.5094,40.174,98.826,1346.117
3738,1.5094,40.4596,99.5404,1346.117
3739,1.5094,40.7452,100.2548,1346.117
3740,1.5094,41.0308,100.9692,1346.117
3741,1.5152,41.3242,101.6758,1371.053
3742,1.5152,41.6176,102.3824,1371.053
3743,1.521,41.9148,103.0852,1393.5554
3744,1.5248,42.212,103.788,1400.5398
3745,1.5248,42.5092,104.4908,1400.5398
3746,1.5566,42.813,105.187,1457.3064
3747,1.5624,43.1128,105.8872,1459.6464
3748,1.5624,43.4126,106.5874,1459.6464
3749,1.566,43.712,107.288,1464.296
3750,1.5662,44.0112,107.9888,1464.296
3751,1.5682,44.3148,108.6852,1472.616
3752,1.5696,44.617,109.383,1472.616
3753,1.5696,44.9192,110.0808,1472.616
3754,1.5764,45.219,110.781,1484.056
3755,1.58,45.5174,111.4826,1487.4781
3756,1.58,45.8158,112.1842,1487.4781
3757,1.5816,46.1126,112.8874,1487.4781
3758,1.5836,46.4146,113.5854,1494.9662
3759,1.5914,46.7208,114.2792,1514.245
3760,1.5952,47.0258,114.9742,1518.0228
3761,1.5952,47.3308,115.6692,1518.0228
3762,1.5984,47.6334,116.3666,1519.1852
3763,1.5998,47.9354,117.0646,1520.8292
3764,1.617,48.2382,117.7618,1547.7598
3765,1.6296,48.5354,118.4646,1560.973
3766,1.6378,48.8244,119.1756,1560.973
3767,1.6384,49.1138,119.8862,1562.426
3768,1.6384,49.4032,120.5968,1562.426
3769,1.6502,49.6964,121.3036,1590.7916
3770,1.652,49.9878,122.0122,1590.7916
3771,1.652,50.2792,122.7208,1590.7916
3772,1.6528,50.572,123.428,1594.8352
3773,1.6578,50.864,124.136,1602.5548
3774,1.661,51.1556,124.8444,1609.5884
3775,1.6708,51.4448,125.5552,1618.461
3776,1.6764,51.7332,126.2668,1627.6882
3777,1.6766,52.0214,126.9786,1627.6882
3778,1.6838,52.3074,127.6926,1636.8782
3779,1.6838,52.5934,128.4066,1636.8782
3780,1.6838,52.8808,129.1192,1640.5182
3781,1.6902,53.1674,129.8326,1647.7982
3782,1.6948,53.4566,130.5434,1662.5942
3783,1.6978,53.749,131.251,1671.6028
3784,1.6978,54.0414,131.9586,1671.6028
3785,1.6978,54.3338,132.6662,1671.6028
3786,1.7038,54.6304,133.3696,1695.5116
3787,1.711,54.9262,134.0738,1705.9836
3788,1.719,55.2266,134.7734,1730.5536
3789,1.7196,55.5264,135.4736,1730.5536
3790,1.7254,55.8218,136.1782,1733.1268
3791,1.7272,56.116,136.884,1734.6868
3792,1.7448,56.4008,137.5992,1744.3556
3793,1.7544,56.6906,138.3094,1762.3214
3794,1.7546,56.9802,139.0198,1762.3214
3795,1.7546,57.2698,139.7302,1762.3214
3796,1.7638,57.5674,140.4326,1787.313
3797,1.7652,57.8636,141.1364,1787.313
3798,1.7726,58.1596,141.8404,1794.801
3799,1.7772,58.4562,142.5438,1802.3566
3800,1.783,58.7544,143.2456,1812.3744
3801,1.7888,59.0528,143.9472,1823.2792
3802,1.7888,59.3512,144.6488,1823.2792
3803,1.7952,59.6514,145.3486,1834.0646
3804,1.7974,59.9518,146.0482,1838.0144
3805,1.7974,60.2522,146.7478,1838.0144
3806,1.7974,60.5526,147.4474,1838.0144
3807,1.8016,60.853,148.147,1846.6454
3808,1.8118,61.16,148.84,1868.4854
3809,1.8198,61.46,149.54,1870.5404
3810,1.8268,61.758,150.242,1875.0905
3811,1.84,62.052,150.948,1892
3812,1.84,62.346,151.654,1892
3813,1.84,62.64,152.36,1892
3814,1.862,62.9338,153.0662,1929.7462
3815,1.8712,63.2268,153.7732,1937.4658
3816,1.8712,63.5198,154.4802,1937.4658
3817,1.8808,63.8122,155.1878,1960.3208
3818,1.8818,64.1074,155.8926,1964.2728
3819,1.8984,64.4054,156.5946,1993.3246
3820,1.8984,64.7034,157.2966,1993.3246
3821,1.8994,65.001,157.999,1994.5576
3822,1.901,65.2984,158.7016,1996.5918
3823,1.9012,65.5956,159.4044,1996.5918
3824,1.9174,65.898,160.102,2031.4279
3825,1.9252,66.2012,160.7988,2051.0103
3826,1.9252,66.5044,161.4956,2051.0103
3827,1.937,66.8088,162.1912,2081.1257
3828,1.937,67.1132,162.8868,2081.1257
3829,1.9494,67.416,163.584,2096.3286
3830,1.96,67.7166,164.2834,2116.0183
3831,1.964,68.0132,164.9868,2116.0183
3832,1.9706,68.3114,165.6886,2128.83
3833,1.9818,68.615,166.385,2156.492
3834,1.9818,68.9186,167.0814,2156.492
3835,1.9862,69.2202,167.7798,2158.9136
3836,1.9892,69.5214,168.4786,2163.4614
3837,1.9918,69.8242,169.1758,2170.18
3838,1.9936,70.1288,169.8712,2174.86
3839,1.9968,70.437,170.563,2181.048
3840,1.9988,70.7432,171.2568,2181.048
3841,2.0004,71.053,171.947,2189.888
3842,2.0064,71.3732,172.6268,2221.1191
3843,2.0134,71.6898,173.3102,2226.0593
3844,2.0176,72.0022,173.9978,2226.0593
3845,2.0178,72.3144,174.6856,2226.0593
3846,2.0274,72.6278,175.3722,2249.1682
3847,2.0296,72.9412,176.0588,2253.212
3848,2.0378,73.258,176.742,2270.0667
3849,2.0388,73.5738,177.4262,2270.0667
3850,2.0406,73.8878,178.1122,2270.0667
3851,2.0416,74.2008,178.7992,2270.0667
3852,2.0416,74.5138,179.4862,2270.0667
3853,2.0458,74.8334,180.1666,2293.255
3854,2.0496,75.1504,180.8496,2295.307
3855,2.0622,75.469,181.531,2317.533
3856,2.0622,75.7876,182.2124,2317.533
3857,2.0704,76.1094,182.8906,2338.486
3858,2.0912,76.4226,183.5774,2363.5571
3859,2.0916,76.7354,184.2646,2363.5571
3860,2.0916,77.0482,184.9518,2363.5571
3861,2.1216,77.365,185.635,2421.0332
3862,2.1222,77.6812,186.3188,2421.0332
3863,2.1228,77.9968,187.0032,2421.0332
3864,2.1378,78.3148,187.6852,2454.416
3865,2.1386,78.632,188.368,2454.416
3866,2.1462,78.9512,189.0488,2463.2383
3867,2.1538,79.2708,189.7292,2477.75
3868,2.1538,79.5904,190.4096,2477.75
3869,2.1538,79.91,191.09,2477.75
3870,2.1538,80.2296,191.7704,2477.75
3871,2.1604,80.5508,192.4492,2494.349
3872,2.1608,80.8716,193.1284,2494.349
3873,2.1608,81.1924,193.8076,2494.349
3874,2.1608,81.5132,194.4868,2494.349
3875,2.1608,81.834,195.166,2494.349
3876,2.1682,82.157,195.843,2505.514
3877,2.169,82.4792,196.5208,2505.514
3878,2.1878,82.8046,197.1954,2537.9714
3879,2.204,83.1344,197.8656,2568.8972
3880,2.2084,83.4598,198.5402,2568.8972
3881,2.2104,83.7832,199.2168,2568.8972
3882,2.2166,84.1046,199.8954,2576.4446
3883,2.2168,84.4258,200.5742,2576.4446
3884,2.2338,84.7532,201.2468,2621.6497
3885,2.2402,85.0878,201.9122,2657.0095
3886,2.2436,85.4206,202.5794,2661.661
3887,2.2498,85.754,203.246,2675.1533
3888,2.2498,86.0874,203.9126,2675.1533
3889,2.2642,86.4248,204.5752,2701.5513
3890,2.2732,86.7642,205.2358,2720.2712
3891,2.278,87.0988,205.9012,2720.2712
3892,2.2784,87.433,206.567,2720.2712
3893,2.2788,87.7668,207.2332,2720.2712
3894,2.2794,88.1,207.9,2720.2712
3895,2.286,88.4338,208.5662,2728.904
3896,2.2868,88.7668,209.2332,2728.904
3897,2.293,89.1024,209.8976,2740.344
3898,2.293,89.4406,210.5594,2743.724
3899,2.3072,89.776,211.224,2761.3364
3900,2.309,90.1138,211.8862,2769.5264
3901,2.3126,90.448,212.552,2769.5264
3902,2.3206,90.7822,213.2178,2783.9744
3903,2.3398,91.1208,213.8792,2834.1772
3904,2.3422,91.457,214.543,2834.1772
3905,2.3422,91.7932,215.2068,2834.1772
3906,2.3422,92.1294,215.8706,2834.1772
3907,2.3636,92.4608,216.5392,2868.5876
3908,2.3636,92.7922,217.2078,2868.5876
3909,2.3636,93.1236,217.8764,2868.5876
3910,2.3704,93.455,218.545,2881.086
3911,2.3806,93.7874,219.2126,2897.3596
3912,2.384,94.122,219.878,2904.7852
3913,2.384,94.4566,220.5434,2904.7852
3914,2.3888,94.791,221.209,2911.469
3915,2.3976,95.1246,221.8754,2921.089
3916,2.4046,95.4564,222.5436,2927.849
3917,2.4046,95.7914,223.2086,2933.7307
3918,2.4062,96.1248,223.8752,2933.7307
3919,2.4082,96.4594,224.5406,2941.2314
3920,2.4122,96.79,225.21,2941.2314
3921,2.4172,97.1236,225.8764,2955.2441
3922,2.4172,97.4572,226.5428,2955.2441
3923,2.4172,97.7908,227.2092,2955.2441
3924,2.4326,98.124,227.876,2976.7537
3925,2.4336,98.4598,228.5402,2980.4976
3926,2.4588,98.793,229.207,3027.6904
3927,2.4702,99.1266,229.8734,3043.6345
3928,2.4702,99.4602,230.5398,3043.6345
3929,2.4788,99.7902,231.2098,3050.8994
3930,2.4794,100.1196,231.8804,3050.8994
3931,2.485,100.4486,232.5514,3061.5854
3932,2.4868,100.776,233.224,3062.1667
3933,2.4868,101.1034,233.8966,3062.1667
3934,2.4898,101.4278,234.5722,3062.1667
3935,2.4972,101.7466,235.2534,3064.5068
3936,2.4972,102.0654,235.9346,3064.5068
3937,2.4972,102.3842,236.6158,3064.5068
3938,2.4984,102.7042,237.2958,3069.4387
3939,2.504,103.0204,237.9796,3074.2627
3940,2.5128,103.331,238.669,3078.9124
3941,2.5156,103.6388,239.3612,3078.9124
3942,2.5202,103.9436,240.0564,3082.832
3943,2.5202,104.2484,240.7516,3082.832
3944,2.5354,104.5502,241.4498,3101.4058
3945,2.5434,104.8482,242.1518,3109.1255
3946,2.5474,105.1422,242.8578,3109.1255
3947,2.5486,105.4364,243.5636,3112.6758
3948,2.5606,105.7342,244.2658,3149.2422
3949,2.573,106.036,244.964,3177.8086
3950,2.573,106.3378,245.6622,3177.8086
3951,2.576,106.6366,246.3634,3177.8086
3952,2.582,106.9354,247.0646,3185.6086
3953,2.5916,107.2324,247.7676,3199.945
3954,2.5916,107.53,248.47,3201.505
3955,2.5916,107.8276,249.1724,3201.505
3956,2.6142,108.1222,249.8778,3231.681
3957,2.6248,108.4148,250.5852,3241.9924
3958,2.633,108.7076,251.2924,3257.4316
3959,2.634,108.9994,252.0006,3257.4316
3960,2.6364,109.2912,252.7088,3260.5515
3961,2.6374,109.582,253.418,3260.5515
3962,2.6442,109.8732,254.1268,3275.3477
3963,2.6498,110.168,254.832,3288.715
3964,2.65,110.4644,255.5356,3291.3306
3965,2.658,110.7572,256.2428,3302.7705
3966,2.6584,111.0496,256.9504,3302.7705
3967,2.6696,111.3448,257.6552,3329.5537
3968,2.6822,111.6362,258.3638,3341.5447
3969,2.6822,111.9276,259.0724,3341.5447
3970,2.6876,112.2194,259.7806,3351.9746
3971,2.6876,112.5112,260.4888,3351.9746
3972,2.6882,112.8024,261.1976,3351.9746
3973,2.6886,113.0932,261.9068,3351.9746
3974,2.6904,113.3822,262.6178,3351.9746
3975,2.7056,113.6698,263.3302,3368.0432
3976,2.7162,113.9702,264.0298,3401.6455
3977,2.7186,114.2682,264.7318,3401.6455
3978,2.7272,114.5612,265.4388,3409.044
3979,2.7274,114.854,266.146,3409.044
3980,2.7274,115.1468,266.8532,3409.044
3981,2.7318,115.4384,267.5616,3416.3335
3982,2.7318,115.73,268.27,3416.3335
3983,2.7332,116.0218,268.9782,3419.6216
3984,2.7334,116.3134,269.6866,3419.6216
3985,2.734,116.607,270.393,3422.3247
3986,2.7378,116.9044,271.0956,3433.1887
3987,2.7438,117.2026,271.7974,3442.0295
3988,2.7442,117.5004,272.4996,3442.0295
3989,2.7478,117.7946,273.2054,3442.0295
3990,2.75,118.0872,273.9128,3443.2625
3991,2.76,118.3814,274.6186,3465.3225
3992,2.76,118.6756,275.3244,3465.3225
3993,2.76,118.9698,276.0302,3465.3225
3994,2.788,119.2598,276.7402,3499.3567
3995,2.8068,119.5562,277.4438,3523.828
3996,2.8108,119.8486,278.1514,3523.828
3997,2.8292,120.139,278.861,3563.8777
3998,2.844,120.434,279.566,3604.684
3999,2.8594,120.7384,280.2616,3638.3096
4000,2.8636,121.0524,280.9476,3672.204
4001,2.868,121.363,281.637,3673.6577
4002,2.8718,121.6702,282.3298,3674.2383
4003,2.8928,121.9678,283.0322,3699.6897
4004,2.9058,122.2656,283.7344,3722.2576
4005,2.906,122.5632,284.4368,3722.2576
4006,2.9104,122.8618,285.1382,3730.1023
4007,2.9144,123.1634,285.8366,3736.4712
4008,2.9144,123.465,286.535,3736.4712
4009,2.923,123.7688,287.2312,3752.1648
4010,2.925,124.0754,287.9246,3760.3728
4011,2.9348,124.3748,288.6252,3763.7527
4012,2.9388,124.674,289.326,3768.6936
4013,2.9438,124.9762,290.0238,3780.0632
4014,2.9448,125.2788,290.7212,3783.7031
4015,2.9454,125.5838,291.4162,3788.0608
4016,2.9462,125.8888,292.1112,3789.532
4017,2.948,126.1952,292.8048,3795.004
4018,2.954,126.501,293.499,3802.8503
4019,2.9566,126.8042,294.1958,3802.8503
4020,2.9612,127.1028,294.8972,3802.8503
4021,2.9618,127.4008,295.5992,3802.8503
4022,2.9692,127.7078,296.2922,3832.004
4023,2.9692,128.0148,296.9852,3832.004
4024,2.9692,128.3218,297.6782,3832.004
4025,2.999,128.6246,298.3754,3874.163
4026,3.004,128.9224,299.0776,3874.163
4027,3.0044,129.2198,299.7802,3874.163
4028,3.0044,129.5172,300.4828,3874.163
4029,3.0086,129.8164,301.1836,3885.1904
4030,3.0108,130.1134,301.8866,3885.1904
4031,3.0178,130.4164,302.5836,3909.0808
4032,3.0178,130.7194,303.2806,3909.0808
4033,3.0178,131.0224,303.9776,3909.0808
4034,3.0178,131.3254,304.6746,3909.0808
4035,3.0178,131.6284,305.3716,3909.0808
4036,3.0178,131.933,306.067,3911.4055
4037,3.0178,132.2376,306.7624,3911.4055
4038,3.0284,132.5316,307.4684,3911.4055
4039,3.0322,132.8218,308.1782,3911.4055
4040,3.0322,133.1146,308.8854,3918.3745
4041,3.0624,133.4114,309.5886,3976.772
4042,3.0784,133.7136,310.2864,4012.6377
4043,3.0786,134.0156,310.9844,4012.6377
4044,3.0926,134.3208,311.6792,4045.768
4045,3.0926,134.626,312.374,4045.768
4046,3.1052,134.9354,313.0646,4073.713
4047,3.1146,135.2432,313.7568,4083.8528
4048,3.1208,135.5522,314.4478,4097.455
4049,3.1216,135.8604,315.1396,4097.455
4050,3.1218,136.1684,315.8316,4097.455
4051,3.1256,136.4764,316.5236,4104.44
4052,3.1256,136.7844,317.2156,4104.44
4053,3.1278,137.0926,317.9074,4107.56
4054,3.1278,137.4008,318.5992,4107.56
4055,3.1338,137.7104,319.2896,4115.209
4056,3.134,138.0198,319.9802,4115.209
4057,3.136,138.329,320.671,4120.0327
4058,3.1456,138.6392,321.3608,4132.36
4059,3.171,138.9466,322.0534,4170.0386
4060,3.1834,139.2468,322.7532,4183.5586
4061,3.1838,139.5466,323.4534,4183.5586
4062,3.1936,139.8366,324.1634,4183.5586
4063,3.2044,140.1312,324.8688,4218.328
4064,3.2126,140.4286,325.5714,4234.3105
4065,3.2202,140.7258,326.2742,4243.93
4066,3.2226,141.0206,326.9794,4243.93
4067,3.2268,141.3166,327.6834,4248.844
4068,3.2268,141.6126,328.3874,4248.844
4069,3.2326,141.9118,329.0882,4265.2
4070,3.2354,142.217,329.783,4276.64
4071,3.239,142.5186,330.4814,4276.64
4072,3.2398,142.8194,331.1806,4276.64
4073,3.2472,143.116,331.884,4280.801
4074,3.2472,143.4126,332.5874,4280.801
4075,3.248,143.7084,333.2916,4280.801
4076,3.271,144.0094,333.9906,4339.4263
4077,3.2712,144.3102,334.6898,4339.4263
4078,3.2712,144.611,335.389,4339.4263
4079,3.279,144.912,336.088,4354.129
4080,3.2806,145.215,336.785,4361.149
4081,3.2806,145.518,337.482,4361.149
4082,3.2944,145.8188,338.1812,4379.9727
4083,3.3038,146.1216,338.8784,4398.9233
4084,3.3086,146.4196,339.5804,4398.9233
4085,3.3194,146.7152,340.2848,4420.763
4086,3.3254,147.0164,340.9836,4447.9546
4087,3.3306,147.3198,341.6802,4461.556
4088,3.3306,147.6232,342.3768,4461.556
4089,3.3386,147.9264,343.0736,4476.764
4090,3.3418,148.2286,343.7714,4480.8086
4091,3.3548,148.5294,344.4706,4497.8423
4092,3.3638,148.833,345.167,4513.1816
4093,3.3672,149.1372,345.8628,4517.342
4094,3.3676,149.441,346.559,4517.342
4095,3.3768,149.7504,347.2496,4536.68
4096,3.3768,150.0606,347.9394,4537.8423
4097,3.38,150.3726,348.6274,4547.034
4098,3.38,150.6846,349.3154,4547.034
4099,3.3888,150.9908,350.0092,4550.154
4100,3.389,151.2976,350.7024,4551.7983
4101,3.3896,151.606,351.394,4557.6934
4102,3.3896,151.9144,352.0856,4557.6934
4103,3.3896,152.2228,352.7772,4557.6934
4104,3.4118,152.5248,353.4752,4582.019
4105,3.413,152.8256,354.1744,4582.019
4106,3.4292,153.1196,354.8804,4596.2593
4107,3.4356,153.4072,355.5928,4596.2593
4108,3.4356,153.6948,356.3052,4596.2593
4109,3.4482,153.9854,357.0146,4618.6694
4110,3.451,154.2732,357.7268,4618.6694
4111,3.4512,154.5634,358.4366,4624.0137
4112,3.4512,154.8536,359.1464,4624.0137
4113,3.4512,155.1438,359.8562,4624.0137
4114,3.4512,155.434,360.566,4624.0137
4115,3.4576,155.7262,361.2738,4643.703
4116,3.4586,156.0174,361.9826,4643.703
4117,3.4586,156.3086,362.6914,4643.703
4118,3.4762,156.596,363.404,4663.7534
4119,3.4948,156.8814,364.1186,4691.9434
4120,3.5068,157.1702,364.8298,4715.263
4121,3.508,157.4578,365.5422,4715.263
4122,3.5104,157.7436,366.2564,4716.6694
4123,3.5196,158.0254,366.9746,4727.3574
4124,3.5296,158.309,367.691,4745.6343
4125,3.5388,158.5886,368.4114,4755.193
4126,3.5448,158.8662,369.1338,4761.693
4127,3.5556,159.1448,369.8552,4775.841
4128,3.5556,159.4234,370.5766,4775.841
4129,3.5648,159.7054,371.2946,4798.996
4130,3.5648,159.9874,372.0126,4798.996
4131,3.5676,160.268,372.732,4800.8774
4132,3.5728,160.5476,373.4524,4808.599
4133,3.5844,160.8254,374.1746,4826.609
4134,3.5852,161.1044,374.8956,4829.209
4135,3.5852,161.3834,375.6166,4829.209
4136,3.5956,161.6638,376.3362,4852.3633
4137,3.5956,161.9442,377.0558,4852.3633
4138,3.6062,162.224,377.776,4870.743
4139,3.6064,162.5036,378.4964,4870.743
4140,3.6064,162.7832,379.2168,4870.743
4141,3.6078,163.0614,379.9386,4870.743
4142,3.6132,163.3424,380.6576,4887.595
4143,3.6134,163.6232,381.3768,4887.595
4144,3.6266,163.9012,382.0988,4905.49
4145,3.627,164.1788,382.8212,4905.49
4146,3.627,164.4564,383.5436,4905.49
4147,3.6378,164.7316,384.2684,4926.817
4148,3.6478,165.0032,384.9968,4943.4575
4149,3.6532,165.2694,385.7306,4943.4575
4150,3.677,165.5292,386.4708,4970.851
4151,3.6798,165.7898,387.2102,4976.0815
4152,3.6828,166.053,387.947,4983.3623
4153,3.684,166.3194,388.6806,4987.9385
4154,3.6894,166.5804,389.4196,4987.9385
4155,3.6926,166.8382,390.1618,4987.9385
4156,3.7122,167.106,390.894,5030.291
4157,3.7172,167.3688,391.6312,5030.291
4158,3.7172,167.6316,392.3684,5030.291
4159,3.7238,167.8942,393.1058,5036.9473
4160,3.7242,168.1566,393.8434,5037.3145
4161,3.73,168.4258,394.5742,5061.3047
4162,3.7326,168.6942,395.3058,5063.921
4163,3.7394,168.9616,396.0384,5071.308
4164,3.7474,169.2266,396.7734,5079.446
4165,3.7616,169.4934,397.5066,5113.563
4166,3.7802,169.7492,398.2508,5125.584
4167,3.7812,170.004,398.996,5125.584
4168,3.7894,170.2604,399.7396,5139.1616
4169,3.7894,170.5168,400.4832,5139.1616
4170,3.7906,170.7764,401.2236,5145.5537
4171,3.7922,171.0344,401.9656,5145.5537
4172,3.7926,171.292,402.708,5145.5537
4173,3.798,171.5538,403.4462,5158.0337
4174,3.8126,171.8182,404.1818,5183.025
4175,3.8252,172.0922,404.9078,5211.3706
4176,3.8292,172.3694,405.6306,5230.0903
4177,3.8362,172.6452,406.3548,5244.6504
4178,3.8432,172.9284,407.0716,5268.424
4179,3.8622,173.2154,407.7846,5296.709
4180,3.8622,173.5024,408.4976,5296.709
4181,3.8622,173.7894,409.2106,5296.709
4182,3.872,174.0764,409.9236,5318.8057
4183,3.8732,174.3622,410.6378,5318.8057
4184,3.8846,174.6546,411.3454,5349.6167
4185,3.8864,174.9452,412.0548,5349.6167
4186,3.8946,175.2364,412.7636,5362.0977
4187,3.8946,175.5276,413.4724,5362.0977
4188,3.8946,175.8188,414.1812,5362.0977
4189,3.9078,176.1086,414.8914,5380.7383
4190,3.9132,176.3984,415.6016,5387.7583
4191,3.9164,176.685,416.315,5387.7583
4192,3.9244,176.973,417.027,5407.076
4193,3.9336,177.259,417.741,5421.308
4194,3.9346,177.5458,418.4542,5424.2026
4195,3.9358,177.8346,419.1654,5428.851
4196,3.9362,178.123,419.877,5428.851
4197,3.9362,178.4114,420.5886,5428.851
4198,3.9414,178.699,421.301,5439.7695
4199,3.9414,178.9866,422.0134,5439.7695
4200,3.9458,179.2698,422.7302,5439.7695
4201,3.9458,179.553,423.447,5439.7695
4202,3.9482,179.8388,424.1612,5448.7983
4203,3.9482,180.1246,424.8754,5448.7983
4204,3.9482,180.4104,425.5896,5448.7983
4205,3.968,180.6966,426.3034,5479.687
4206,3.9774,180.9942,427.0058,5514.7246
