ts,utilization,time_in_station,time_in_queue,time_driving,meters_traveled
3599,0.20886368,0.25,0.022727273,0.72727275,0
3600,0.20901519,0.52272725,0.045454547,1.4318181,33.022728
3601,0.2124243,0.84090906,0.06818182,2.090909,112.75
3602,0.21166672,1.1818181,0.09090909,2.7272727,139.18182
3603,0.20863639,1.5227273,0.11363637,3.3636363,139.18182
3604,0.20863639,1.8636364,0.13636364,4,139.18182
3605,0.20863639,2.2045455,0.1590909,4.6363635,139.18182
3606,0.21083336,2.590909,0.18181819,5.2272725,242.59091
3607,0.20840913,2.9772727,0.20454545,5.818182,242.59091
3608,0.20840913,3.3181818,0.22727273,6.4545455,242.59091
3609,0.20840913,3.659091,0.25,7.090909,242.59091
3610,0.20840913,4,0.27272728,7.7272725,242.59091
3611,0.20840913,4.340909,0.29545453,8.363636,242.59091
3612,0.20840913,4.681818,0.3181818,9,242.59091
3613,0.20840913,5.0227275,0.3409091,9.636364,242.59091
3614,0.20840913,5.3636365,0.36363637,10.272727,242.59091
3615,0.20840913,5.7045455,0.38636363,10.909091,242.59091
3616,0.20962125,6.068182,0.38636363,11.545455,286.9091
3617,0.21393944,6.431818,0.38636363,12.181818,340.18182
3618,0.21128793,6.840909,0.38636363,12.772727,428.6591
3619,0.20886369,7.2727275,0.38636363,13.340909,470.43182
3620,0.20825763,7.6363635,0.38636363,13.977273,470.43182
3621,0.20825763,8,0.38636363,14.613636,470.43182
3622,0.20825763,8.363636,0.38636363,15.25,470.43182
3623,0.20825763,8.727273,0.38636363,15.886364,470.43182
3624,0.20825763,9.090909,0.38636363,16.522728,470.43182
3625,0.20825763,9.409091,0.38636363,17.204546,470.43182
3626,0.20825763,9.727273,0.38636363,17.886364,470.43182
3627,0.20825763,10.045455,0.38636363,18.568182,470.43182
3628,0.20825763,10.363636,0.38636363,19.25,470.43182
3629,0.21250005,10.704545,0.38636363,19.90909,517.13635
3630,0.20787883,11.045455,0.38636363,20.568182,517.13635
3631,0.20787883,11.386364,0.38636363,21.227272,517.13635
3632,0.20787883,11.727273,0.38636363,21.886364,517.13635
3633,0.20787883,12.068182,0.38636363,22.545454,517.13635
3634,0.2079546,12.409091,0.38636363,23.204546,540.7727
3635,0.20818186,12.772727,0.38636363,23.84091,570.3182
3636,0.20689398,13.136364,0.38636363,24.477272,570.3182
3637,0.2070455,13.5,0.38636363,25.113636,603.3409
3638,0.20636368,13.840909,0.38636363,25.772728,603.3409
3639,0.20681824,14.204545,0.38636363,26.40909,632.88635
3640,0.20590915,14.568182,0.38636363,27.045454,632.88635
3641,0.20590915,14.931818,0.38636363,27.681818,632.88635
3642,0.20590915,15.272727,0.38636363,28.34091,632.88635
3643,0.20590915,15.568182,0.38636363,29.045454,632.88635
3644,0.20780307,15.863636,0.38636363,29.75,673.9318
3645,0.20227276,16.15909,0.38636363,30.454546,673.9318
3646,0.20295458,16.477272,0.38636363,31.136364,715.7045
3647,0.20189396,16.795454,0.38636363,31.818182,715.7045
3648,0.2032576,17.09091,0.38636363,32.522728,748.7273
3649,0.20295455,17.40909,0.38636363,33.204544,809.63635
3650,0.20507579,17.75,0.38636363,33.863636,851.4091
3651,0.2043182,18.09091,0.38636363,34.522728,851.4091
3652,0.20886365,18.454546,0.38636363,35.159092,880.9545
3653,0.20780306,18.84091,0.38636363,35.772728,910.5
3654,0.209697,19.25,0.38636363,36.363636,951.5455
3655,0.2036364,19.65909,0.38636363,36.954544,951.5455
3656,0.2036364,20.068182,0.38636363,37.545456,951.5455
3657,0.20742425,20.5,0.38636363,38.113636,993.3182
3658,0.20787881,20.90909,0.38636363,38.704544,993.3182
3659,0.20787881,21.295454,0.38636363,39.31818,993.3182
3660,0.20787881,21.636364,0.38636363,39.977272,993.3182
3661,0.20787881,21.954546,0.38636363,40.659092,993.3182
3662,0.20856062,22.318182,0.38636363,41.295456,1067.1818
3663,0.20787878,22.681818,0.38636363,41.93182,1067.1818
3664,0.20787878,23.045454,0.38636363,42.56818,1067.1818
3665,0.20787878,23.40909,0.38636363,43.204544,1067.1818
3666,0.20787878,23.772728,0.38636363,43.840908,1067.1818
3667,0.20787878,24.136364,0.38636363,44.477272,1067.1818
3668,0.20825757,24.5,0.38636363,45.113636,1067.1818
3669,0.20833334,24.863636,0.38636363,45.75,1067.1818
3670,0.20833334,25.227272,0.38636363,46.386364,1067.1818
3671,0.20833334,25.568182,0.38636363,47.045456,1067.1818
3672,0.20833334,25.90909,0.38636363,47.704544,1067.1818
3673,0.20833334,26.25,0.38636363,48.363636,1067.1818
3674,0.20833334,26.59091,0.38636363,49.022728,1067.1818
3675,0.20833334,26.931818,0.38636363,49.68182,1067.1818
3676,0.20833334,27.25,0.38636363,50.363636,1067.1818
3677,0.20833334,27.545454,0.38636363,51.06818,1067.1818
3678,0.20833334,27.84091,0.38636363,51.772728,1067.1818
3679,0.20833334,28.113636,0.38636363,52.5,1067.1818
3680,0.20833334,28.386364,0.38636363,53.227272,1067.1818
3681,0.21643944,28.65909,0.38636363,53.954544,1100.2046
3682,0.2131061,28.931818,0.38636363,54.68182,1100.2046
3683,0.2131061,29.204546,0.38636363,55.409092,1100.2046
3684,0.21871214,29.522728,0.38636363,56.090908,1162.8636
3685,0.20810606,29.84091,0.38636363,56.772728,1162.8636
3686,0.20810606,30.136364,0.38636363,57.477272,1162.8636
3687,0.20825759,30.454546,0.38636363,58.159092,1216.1364
3688,0.20424245,30.75,0.38636363,58.863636,1216.1364
3689,0.20424245,31.045454,0.38636363,59.56818,1216.1364
