ts,utilization,time_in_station,time_in_queue,time_driving,meters_traveled
3600,0.27565017,0.21276596,0.23758866,0.54964536,22.886524
3601,0.27470455,0.4326241,0.47517732,1.0921986,41.02837
3602,0.27446818,0.64893615,0.7092199,1.6418439,45.638298
3603,0.27423176,0.87234044,0.9468085,2.180851,61.262413
3604,0.2731285,1.106383,1.1843972,2.70922,81.19504
3605,0.2720253,1.3475177,1.4184397,3.2340426,109.32269
3606,0.27194646,1.5921986,1.6560284,3.751773,116.23759
3607,0.27210408,1.8404255,1.8900709,4.2695036,127.76241
3608,0.27344373,2.0921986,2.1241136,4.783688,139.43262
3609,0.2730497,2.3404255,2.358156,5.3014183,139.43262
3610,0.27328613,2.5886524,2.5886524,5.8226953,147.74467
3611,0.2734437,2.8404255,2.819149,6.3404255,169.68794
3612,0.2742317,3.0921986,3.0496454,6.858156,187.50354
3613,0.27486214,3.3510637,3.2801418,7.3687944,219.48936
3614,0.2754926,3.613475,3.5106382,7.8758864,226.0071
3615,0.2754926,3.8794327,3.7411346,8.379433,232.52483
3616,0.27675343,4.152482,3.9716313,8.875887,247.09929
3617,0.2764382,4.425532,4.2021275,9.37234,247.09929
3618,0.27817187,4.70922,4.4326243,9.858156,268.45746
3619,0.2751774,4.992908,4.6631207,10.343971,274.9752
3620,0.2751774,5.283688,4.893617,10.822695,284.19504
3621,0.2731285,5.56383,5.1241136,11.312057,290.71277
3622,0.27415293,5.8368793,5.35461,11.808511,290.71277
3623,0.27541378,6.117021,5.5851064,12.297873,299.21277
3624,0.2754926,6.397163,5.815603,12.787234,306.12766
3625,0.2752562,6.6560283,6.0531917,13.29078,306.12766
3626,0.2754926,6.9113474,6.29078,13.797873,316.43262
3627,0.27423173,7.1595745,6.528369,14.312057,316.43262
3628,0.27454695,7.4042554,6.7659574,14.829787,322.95035
3629,0.27454695,7.6489363,7.003546,15.347518,322.95035
3630,0.27454695,7.8865247,7.2411346,15.87234,326.6383
3631,0.2755714,8.131206,7.4751773,16.393618,343.35107
3632,0.27336493,8.375887,7.70922,16.914894,357.92908
3633,0.2750986,8.617022,7.9432626,17.439716,367.7837
3634,0.2748622,8.858156,8.177305,17.964539,367.7837
3635,0.2748622,9.095745,8.411347,18.492908,372.93616
3636,0.27399537,9.333333,8.6453905,19.021276,372.93616
3637,0.27399537,9.563829,8.879433,19.556738,378.08865
3638,0.27407417,9.794326,9.113475,20.0922,378.08865
3639,0.27635944,10.017731,9.347518,20.634752,389.2163
3640,0.2755714,10.241135,9.58156,21.177305,395.73404
3641,0.27557144,10.464539,9.815603,21.719858,400.34396
3642,0.27572903,10.677305,10.049645,22.27305,406.8617
3643,0.27738386,10.893617,10.283688,22.822695,429.1915
3644,0.2775415,11.117022,10.517731,23.365248,447.6312
3645,0.27407414,11.33688,10.751773,23.911348,452.24115
3646,0.27501982,11.542553,10.985816,24.471632,452.24115
3647,0.275335,11.734042,11.219858,25.046099,452.24115
3648,0.27612302,11.932624,11.4539,25.613476,473.52838
3649,0.27596542,12.12766,11.687943,26.184397,476.88297
3650,0.27706864,12.3262415,11.91844,26.75532,496.4078
3651,0.27635947,12.531915,12.152482,27.315603,512.9149
3652,0.27565023,12.734042,12.386525,27.879433,512.9149
3653,0.27848715,12.925532,12.620567,28.453901,512.9149
3654,0.27927512,13.113475,12.8546095,29.031916,519.4326
3655,0.27998433,13.29078,13.088653,29.620567,528.65247
3656,0.27966914,13.471631,13.3262415,30.202127,543.30853
3657,0.28053594,13.656029,13.563829,30.780142,556.23047
3658,0.28234842,13.8404255,13.797873,31.361702,575.961
