ts,utilization,time_in_station,time_in_queue,time_driving,meters_traveled
3599,0.2692794,0.30357143,0,0.6964286,37.55357
3600,0.26864725,0.60714287,0,1.3928572,37.55357
3601,0.27425724,0.91071427,0,2.0892856,55.901787
3602,0.27552146,1.2232143,0,2.7767856,73.3125
3603,0.27552146,1.5446428,0,3.455357,96.52679
3604,0.2739412,1.8571428,0,4.142857,96.52679
3605,0.2745733,2.1875,0,4.8125,119.74107
3606,0.272914,2.517857,0,5.482143,136.15178
3607,0.27259797,2.8392856,0,6.160714,152.5625
3608,0.27133372,3.1607144,0,6.839286,173.49107
3609,0.27038556,3.482143,0,7.517857,173.49107
3610,0.2705436,3.8035715,0,8.196428,173.49107
3611,0.2705436,4.133929,0,8.866072,185.09822
3612,0.27109668,4.446429,0,9.553572,185.09822
3613,0.2711757,4.758929,0,10.241072,185.09822
3614,0.27196583,5.053571,0,10.946428,185.09822
3615,0.27315104,5.357143,0,11.642858,214.48215
3616,0.2734671,5.669643,0,12.330358,238.16072
3617,0.27157077,5.973214,0,13.026786,238.16072
3618,0.27164978,6.285714,0,13.714286,249.76785
3619,0.27101767,6.580357,0,14.419642,249.76785
3620,0.27101767,6.866071,0,15.133928,249.76785
3621,0.27141273,7.160714,0,15.839286,282.5893
3622,0.27085963,7.455357,0,16.544643,282.5893
3623,0.27085963,7.732143,0,17.267857,282.5893
3624,0.27085963,8.008928,0,17.991072,282.5893
3625,0.27164978,8.294642,0,18.705357,295.5625
3626,0.2739412,8.589286,0,19.410715,308.5357
3627,0.2741782,8.875,0,20.125,308.5357
3628,0.27670667,9.151786,0,20.848215,324.6607
3629,0.27781287,9.428572,0,21.571428,336.26785
3630,0.27781287,9.705358,0,22.294643,362.2232
3631,0.27765483,9.973214,0,23.026785,362.2232
3632,0.27765483,10.241072,0,23.758928,362.2232
3633,0.27884004,10.5,0,24.5,362.2232
3634,0.28057835,10.758928,0.008928572,25.232143,378.3482
3635,0.28057835,11.008928,0.017857144,25.973215,378.3482
3636,0.28342286,11.267858,0.035714287,26.696428,393.61606
3637,0.28294876,11.544642,0.05357143,27.401785,419.5625
3638,0.2775758,11.830358,0.071428575,28.098215,437.9107
3639,0.2775758,12.125,0.08928572,28.785715,449.51785
3640,0.28136846,12.410714,0.10714286,29.482143,486.41965
3641,0.28121045,12.678572,0.125,30.196428,509.63394
3642,0.27733877,12.946428,0.14285715,30.910715,509.63394
3643,0.27789184,13.205358,0.16071428,31.633928,509.63394
3644,0.27797088,13.455358,0.17857143,32.36607,509.63394
3645,0.27797088,13.696428,0.19642857,33.107143,509.63394
3646,0.27797088,13.9375,0.21428572,33.848213,509.63394
3647,0.27797088,14.160714,0.23214285,34.607143,509.63394
3648,0.27891904,14.401786,0.25,35.348213,552.5625
3649,0.27812892,14.633928,0.26785713,36.098213,552.5625
3650,0.27812892,14.857142,0.2857143,36.857143,552.5625
3651,0.2803413,15.089286,0.30357143,37.607143,561.8482
3652,0.2803413,15.321428,0.32142857,38.357143,561.8482
3653,0.2812895,15.5625,0.3392857,39.098213,586.4286
3654,0.28215864,15.8125,0.35714287,39.830357,604.1429
3655,0.28215864,16.0625,0.375,40.5625,604.1429
3656,0.28223762,16.3125,0.39285713,41.294643,604.1429
3657,0.28239566,16.553572,0.4107143,42.035713,620.5536
3658,0.28334382,16.785715,0.42857143,42.785713,632.1607
3659,0.28239566,17.035715,0.44642857,43.517857,654.4196
3660,0.27947214,17.276785,0.4642857,44.25893,654.4196
3661,0.27947214,17.526785,0.48214287,44.99107,672.7679
3662,0.27947214,17.776785,0.5,45.723213,672.7679
3663,0.28571424,18.035715,0.51785713,46.44643,721.5982
3664,0.27955115,18.294643,0.53571427,47.169643,721.5982
3665,0.28121045,18.571428,0.5535714,47.875,746.1786
3666,0.27963015,18.848215,0.5714286,48.580357,746.1786
3667,0.28128943,19.125,0.58928573,49.285713,764.5268
3668,0.2792351,19.392857,0.60714287,50,764.5268
3669,0.28184253,19.678572,0.625,50.69643,809.3839
3670,0.28239563,19.955357,0.64285713,51.401787,809.3839
3671,0.28350183,20.241072,0.66071427,52.098213,833.9196
3672,0.2820796,20.526785,0.6785714,52.794643,842.0446
3673,0.28192157,20.821428,0.6964286,53.482143,858.4554
3674,0.2804203,21.116072,0.71428573,54.169643,858.4554
3675,0.2804203,21.410715,0.73214287,54.857143,858.4554
3676,0.2804203,21.696428,0.75,55.55357,858.4554
3677,0.2804203,21.982143,0.76785713,56.25,858.4554
3678,0.2804993,22.258928,0.78571427,56.955357,858.4554
3679,0.28121045,22.526785,0.8035714,57.669643,871.4286
3680,0.28184256,22.794643,0.8214286,58.38393,887.8393
3681,0.28286973,23.080357,0.83035713,59.089287,949.1071
3682,0.27402017,23.348215,0.83928573,59.8125,949.1071
3683,0.27402017,23.607143,0.84821427,60.544643,949.1071
3684,0.27433622,23.875,0.85714287,61.267857,965.5179
3685,0.27212384,24.142857,0.875,61.982143,965.5179
3686,0.27212384,24.410715,0.89285713,62.69643,965.5179
3687,0.27283496,24.6875,0.91071427,63.401787,975.9018
3688,0.27101764,24.973215,0.9285714,64.09821,992.0268
3689,0.27038553,25.258928,0.9464286,64.79464,992.0268
3690,0.27093866,25.526785,0.98214287,65.49107,1005
3691,0.26983243,25.794643,1.0178572,66.1875,1005
3692,0.26983243,26.0625,1.0535715,66.88393,1005
3693,0.27085963,26.330357,1.0892857,67.58036,1017.9732
3694,0.2702275,26.625,1.1160715,68.25893,1061.3303
3695,0.2639854,26.928572,1.1428572,68.92857,1110.2767
3696,0.2599557,27.232143,1.1696428,69.59821,1123.25
3697,0.25900754,27.535715,1.1964285,70.26786,1123.25
3698,0.25908655,27.848215,1.2232143,70.92857,1131.6964
3699,0.26193103,28.160715,1.25,71.58929,1143.3036
3700,0.26145694,28.473215,1.2678572,72.25893,1155.1428
3701,0.2605088,28.767857,1.2857143,72.94643,1155.1428
3702,0.26121992,29.071428,1.3035715,73.625,1178.3572
3703,0.2646965,29.366072,1.3214285,74.3125,1178.3572
3704,0.26485452,29.660715,1.3392857,75,1178.3572
3705,0.26485452,29.928572,1.3571428,75.71429,1178.3572
3706,0.26485452,30.196428,1.375,76.42857,1178.3572
3707,0.26485452,30.446428,1.3928572,77.16071,1178.3572
3708,0.26682988,30.723215,1.4017857,77.875,1227.3036
3709,0.26706693,31.017857,1.4107143,78.57143,1279.1517
3710,0.26524958,31.3125,1.4196428,79.26786,1279.1517
3711,0.26667187,31.598215,1.4285715,79.97321,1315.8572
3712,0.26643482,31.883928,1.4375,80.67857,1315.8572
3713,0.26643482,32.160713,1.4464285,81.39286,1328.8303
3714,0.2662768,32.44643,1.4464285,82.10714,1357.0714
3715,0.2650916,32.732143,1.4464285,82.82143,1368.6786
3716,0.26501256,33.017857,1.4464285,83.53571,1368.6786
3717,0.26643482,33.3125,1.4464285,84.24107,1379.0625
3718,0.26524958,33.607143,1.4464285,84.94643,1379.0625
3719,0.26524958,33.901787,1.4464285,85.65179,1379.0625
3720,0.2653286,34.205357,1.4464285,86.34821,1392.0358
3721,0.2686472,34.50893,1.4464285,87.04464,1408.4464
3722,0.26904228,34.80357,1.4464285,87.75,1408.4464
3723,0.26904228,35.07143,1.4464285,88.48214,1408.4464
3724,0.26904228,35.339287,1.4464285,89.21429,1408.4464
3725,0.27330905,35.607143,1.4464285,89.94643,1408.4464
3726,0.27567947,35.875,1.4464285,90.67857,1429.375
3727,0.27496833,36.142857,1.4464285,91.41071,1429.375
3728,0.27520537,36.410713,1.4464285,92.14286,1429.375
3729,0.27536342,36.67857,1.4464285,92.875,1442.3483
3730,0.27552143,36.955357,1.4464285,93.59821,1473.6697
3731,0.27409917,37.25,1.4464285,94.30357,1494.7678
3732,0.27164975,37.535713,1.4464285,95.01786,1494.7678
3733,0.27180776,37.839287,1.4464285,95.71429,1526.4464
3734,0.2723609,38.151787,1.4464285,96.40179,1544.7947
3735,0.2737041,38.464287,1.4464285,97.08929,1556.4017
3736,0.27631158,38.767857,1.4464285,97.78571,1580.9822
3737,0.27465227,39.044643,1.4464285,98.50893,1580.9822
3738,0.27718073,39.32143,1.4464285,99.23214,1598.3928
3739,0.27797088,39.607143,1.4464285,99.94643,1619.3214
3740,0.27599552,39.892857,1.4464285,100.66071,1635.7322
3741,0.27725977,40.1875,1.4464285,101.36607,1673.0714
3742,0.2757585,40.473213,1.4464285,102.08036,1673.0714
3743,0.27710176,40.767857,1.4464285,102.78571,1696.2858
3744,0.2763116,41.05357,1.4464285,103.5,1696.2858
3745,0.2763116,41.339287,1.4464285,104.21429,1696.2858
3746,0.2763116,41.625,1.4464285,104.92857,1696.2858
3747,0.2774178,41.92857,1.4464285,105.625,1756.2053
3748,0.2790771,42.25,1.4464285,106.30357,1786.1608
3749,0.2820796,42.598213,1.4464285,106.95536,1829.9017
3750,0.28089443,42.92857,1.4464285,107.625,1841.7411
3751,0.28065738,43.232143,1.4464285,108.32143,1841.7411
3752,0.28065738,43.535713,1.4464285,109.01786,1841.7411
3753,0.28065738,43.830357,1.4464285,109.72321,1841.7411
3754,0.28065738,44.125,1.4464285,110.42857,1841.7411
3755,0.28065738,44.410713,1.4464285,111.14286,1841.7411
3756,0.28105244,44.6875,1.4464285,111.86607,1853.3483
3757,0.2828698,44.964287,1.4464285,112.58929,1871.6964
3758,0.28531924,45.25,1.4464285,113.30357,1880.9822
3759,0.28326485,45.526787,1.4464285,114.02679,1880.9822
3760,0.2857143,45.82143,1.4464285,114.73214,1914.8036
3761,0.28326485,46.125,1.4464285,115.42857,1938.0178
3762,0.28168458,46.419643,1.4464285,116.13393,1938.0178
3763,0.28231668,46.714287,1.4464285,116.83929,1956.3661
3764,0.2819216,47.00893,1.4464285,117.54464,1956.3661
3765,0.2819216,47.30357,1.4464285,118.25,1956.3661
3766,0.28279078,47.607143,1.4464285,118.94643,1980.9911
3767,0.28105247,47.919643,1.4464285,119.63393,2006.9464
3768,0.28034136,48.232143,1.4464285,120.32143,2018.5536
3769,0.27465233,48.544643,1.4464285,121.00893,2018.5536
3770,0.27599558,48.88393,1.4464285,121.66964,2076.6072
3771,0.27512643,49.223213,1.4464285,122.33036,2093.0178
3772,0.27441528,49.55357,1.4464285,123,2110.4285
3773,0.27441528,49.86607,1.4464285,123.6875,2110.4285
3774,0.27441528,50.17857,1.4464285,124.375,2110.4285
3775,0.27465233,50.49107,1.4464285,125.0625,2130.1606
3776,0.27204487,50.794643,1.4464285,125.75893,2130.1606
3777,0.27212387,51.098213,1.4464285,126.45536,2147.5715
3778,0.27212387,51.38393,1.4464285,127.16964,2147.5715
3779,0.27212387,51.669643,1.4464285,127.88393,2147.5715
3780,0.27236092,51.964287,1.4464285,128.58928,2184.4731
3781,0.26975346,52.25,1.4464285,129.30357,2184.4731
3782,0.26975346,52.526787,1.4464285,130.02678,2184.4731
3783,0.26975346,52.785713,1.4464285,130.76785,2184.4731
3784,0.27030656,53.05357,1.4464285,131.5,2202.8215
3785,0.2695164,53.3125,1.4464285,132.24107,2202.8215
3786,0.2699905,53.580357,1.4464285,132.97322,2226.75
3787,0.27101767,53.86607,1.4464285,133.6875,2259.2856
3788,0.26991147,54.160713,1.4464285,134.39285,2283.9106
3789,0.27417824,54.455357,1.4464285,135.09822,2307.5894
3790,0.27204487,54.732143,1.4464285,135.82143,2307.5894
3791,0.27330908,55,1.4464285,136.55357,2335.6072
3792,0.2710967,55.267857,1.4464285,137.28572,2347.2144
3793,0.2694374,55.535713,1.4464285,138.01785,2347.2144
3794,0.26967445,55.80357,1.4464285,138.75,2347.2144
3795,0.272756,56.080357,1.4464285,139.47322,2360.1875
3796,0.2699115,56.38393,1.4464285,140.16965,2392.9731
