ts,number_of_pods,time_in_station,time_in_pods,meters_traveled
3742,1.366,44.9824,100.0176,1135.3427
3743,1.369,45.2958,100.7042,1139.4467
3744,1.3706,45.6076,101.3924,1139.4467
3745,1.3878,45.9284,102.0716,1175.0526
3746,1.398,46.2492,102.7508,1197.1794
3747,1.41,46.5754,103.4246,1227.9918
3748,1.4124,46.9032,104.0968,1235.3438
3749,1.4124,47.231,104.769,1235.3438
3750,1.4126,47.5598,105.4402,1237.2734
3751,1.4126,47.8886,106.1114,1237.2734
3752,1.4174,48.2126,106.7874,1237.2734
3753,1.4244,48.5312,107.4688,1239.3534
3754,1.4244,48.8498,108.1502,1239.3534
3755,1.4244,49.1684,108.8316,1239.3534
3756,1.431,49.488,109.512,1248.1934
3757,1.4326,49.8064,110.1936,1248.7747
3758,1.4328,50.1246,110.8754,1248.7747
3759,1.4328,50.4428,111.5572,1248.7747
3760,1.4426,50.7612,112.2388,1263.121
3761,1.4596,51.0708,112.9292,1280.411
3762,1.4612,51.3824,113.6176,1287.0278
3763,1.4782,51.6966,114.3034,1320.0818
3764,1.4812,52.0112,114.9888,1326.7118
3765,1.4866,52.325,115.675,1332.6918
3766,1.4866,52.6388,116.3612,1332.6918
3767,1.487,52.9526,117.0474,1333.7638
3768,1.492,53.2634,117.7366,1336.3638
3769,1.492,53.575,118.425,1338.239
3770,1.5004,53.885,119.115,1349.4958
3771,1.508,54.1892,119.8108,1352.1112
3772,1.5164,54.4926,120.5074,1362.9202
3773,1.5278,54.7962,121.2038,1379.8293
3774,1.5288,55.1018,121.8982,1385.6794
3775,1.532,55.4042,122.5958,1385.6794
3776,1.5356,55.7088,123.2912,1396.2394
3777,1.5488,56.0064,123.9936,1411.2808
3778,1.5548,56.3062,124.6938,1423.073
3779,1.5578,56.6038,125.3962,1424.717
3780,1.565,56.903,126.097,1437.5034
3781,1.5652,57.202,126.798,1437.5034
3782,1.568,57.5004,127.4996,1441.7935
3783,1.5724,57.8014,128.1986,1457.6115
3784,1.5728,58.1024,128.8976,1458.7742
3785,1.5906,58.398,129.602,1478.286
3786,1.5912,58.693,130.307,1478.286
3787,1.5928,58.9864,131.0136,1478.286
3788,1.5936,59.279,131.721,1478.286
3789,1.5942,59.5716,132.4284,1479.1578
3790,1.6026,59.8632,133.1368,1492.2509
3791,1.6044,60.1552,133.8448,1495.1108
3792,1.6088,60.4446,134.5554,1499.7908
3793,1.6138,60.7372,135.2628,1508.1776
3794,1.6254,61.0306,135.9694,1529.1978
3795,1.629,61.3228,136.6772,1533.609
3796,1.6406,61.616,137.384,1555.209
3797,1.641,61.91,138.09,1556.9526
3798,1.6456,62.2046,138.7954,1570.4727
3799,1.6502,62.4952,139.5048,1571.7056
3800,1.651,62.785,140.215,1571.7056
3801,1.6616,63.0756,140.9244,1591.0883
3802,1.6648,63.3638,141.6362,1594.377
3803,1.679,63.6554,142.3446,1628.4778
3804,1.6814,63.9446,143.0554,1628.4778
3805,1.6878,64.233,143.767,1637.2306
3806,1.692,64.5218,144.4782,1647.8862
3807,1.696,64.8066,145.1934,1647.8862
3808,1.7062,65.09,145.91,1663.5216
3809,1.7132,65.372,146.628,1670.8016
3810,1.7212,65.6562,147.3438,1685.6222
3811,1.7212,65.9404,148.0596,1685.6222
3812,1.7266,66.2242,148.7758,1690.969
3813,1.7378,66.5096,149.4904,1709.3542
3814,1.7378,66.795,150.205,1709.3542
3815,1.741,67.0776,150.9224,1710.2917
3816,1.7536,67.3506,151.6494,1713.299
3817,1.7536,67.6236,152.3764,1713.299
3818,1.7548,67.8972,153.1028,1717.5182
3819,1.761,68.173,153.827,1729.8766
3820,1.762,68.4496,154.5504,1733.5756
3821,1.762,68.7276,155.2724,1737.2156
3822,1.7674,69.006,155.994,1749.3925
3823,1.7798,69.284,156.716,1766.8284
3824,1.7846,69.5614,157.4386,1773.8484
3825,1.796,69.8384,158.1616,1790.1724
3826,1.7966,70.1148,158.8852,1790.1724
3827,1.8036,70.3934,159.6066,1798.6884
3828,1.8036,70.672,160.328,1798.6884
3829,1.8038,70.9522,161.0478,1802.3875
3830,1.813,71.241,161.759,1835.8206
3831,1.813,71.5298,162.4702,1835.8206
3832,1.8216,71.8152,163.1848,1842.6846
3833,1.8324,72.1044,163.8956,1863.7208
3834,1.8324,72.3936,164.6064,1863.7208
3835,1.8394,72.685,165.315,1874.4204
3836,1.8458,72.9788,166.0212,1883.4424
3837,1.8472,73.2726,166.7274,1887.1945
3838,1.855,73.5676,167.4324,1906.62
3839,1.8608,73.8592,168.1408,1911.552
3840,1.8706,74.1454,168.8546,1917.9452
3841,1.8706,74.4316,169.5684,1917.9452
3842,1.877,74.7188,170.2812,1933.8052
3843,1.8824,75.006,170.994,1947.8452
3844,1.8824,75.2932,171.7068,1947.8452
3845,1.8888,75.5838,172.4162,1962.0846
3846,1.8902,75.8762,173.1238,1967.9612
3847,1.899,76.1638,173.8362,1975.3132
3848,1.8998,76.4506,174.5494,1975.3132
3849,1.8998,76.7374,175.2626,1975.3132
3850,1.9098,77.023,175.977,1991.0692
3851,1.9122,77.311,176.689,1998.1292
3852,1.9126,77.5994,177.4006,2000.2732
3853,1.9162,77.8894,178.1106,2005.0052
3854,1.9246,78.1786,178.8214,2017.5544
3855,1.9302,78.467,179.533,2026.3768
3856,1.9346,78.7556,180.2444,2035.3468
3857,1.9392,79.046,180.954,2044.0316
3858,1.9392,79.3364,181.6636,2044.0316
3859,1.947,79.626,182.374,2055.2805
3860,1.95,79.9138,183.0862,2057.0242
3861,1.9502,80.2026,183.7974,2058.5842
3862,1.9502,80.4914,184.5086,2058.5842
3863,1.952,80.7794,185.2206,2060.037
3864,1.9536,81.0658,185.9342,2060.037
3865,1.9642,81.357,186.643,2075.8652
3866,1.9654,81.647,187.353,2075.8652
3867,1.9698,81.9394,188.0606,2090.774
3868,1.9756,82.2284,188.7716,2095.1853
3869,1.9772,82.5198,189.4802,2100.3853
3870,1.9778,82.8106,190.1894,2100.3853
3871,1.9826,83.1028,190.8972,2108.4453
3872,1.9836,83.394,191.606,2108.4453
3873,1.9842,83.6848,192.3152,2108.8562
3874,1.9886,83.9796,193.0204,2125.8433
3875,1.9976,84.2774,193.7226,2143.2793
3876,2.0012,84.5758,194.4242,2147.6472
3877,2.0012,84.8742,195.1258,2147.6472
3878,2.01,85.1774,195.8226,2168.2031
3879,2.019,85.484,196.516,2186.504
3880,2.019,85.7906,197.2094,2186.504
3881,2.022,86.0942,197.9058,2186.504
3882,2.0234,86.3994,198.6006,2192.018
3883,2.0272,86.7036,199.2964,2197.772
3884,2.0296,87.009,199.991,2203.492
3885,2.0306,87.314,200.686,2205.1
3886,2.037,87.618,201.382,2211.3801
3887,2.047,87.9194,202.0806,2231.3755
3888,2.0594,88.2168,202.7832,2244.0547
3889,2.0612,88.5124,203.4876,2244.0547
3890,2.067,88.8096,204.1904,2254.807
3891,2.0676,89.1062,204.8938,2254.807
3892,2.0772,89.4002,205.5998,2267.2964
3893,2.086,89.6984,206.3016,2284.3188
3894,2.092,89.997,207.003,2299.3203
3895,2.0948,90.293,207.707,2299.9019
3896,2.1024,90.5892,208.4108,2312.7249
3897,2.1248,90.8804,209.1196,2356.5005
3898,2.1276,91.1704,209.8296,2358.5806
3899,2.1292,91.4588,210.5412,2358.5806
3900,2.13,91.747,211.253,2359.4524
3901,2.13,92.0352,211.9648,2359.4524
3902,2.1316,92.3234,212.6766,2362.5725
3903,2.1342,92.6194,213.3806,2384.372
3904,2.1392,92.9158,214.0842,2394.297
3905,2.1546,93.2106,214.7894,2415.62
3906,2.1574,93.5056,215.4944,2419.9792
3907,2.1602,93.7978,216.2022,2419.9792
3908,2.1612,94.089,216.911,2419.9792
3909,2.1612,94.3802,217.6198,2419.9792
3910,2.1624,94.6718,218.3282,2422.059
3911,2.1684,94.965,219.035,2436.8792
3912,2.1728,95.2568,219.7432,2444.6792
3913,2.1816,95.5478,220.4522,2452.7393
3914,2.1954,95.8352,221.1648,2469.7927
3915,2.197,96.121,221.879,2469.7927
3916,2.2048,96.4092,222.5908,2490.3716
3917,2.213,96.6926,223.3074,2497.3586
3918,2.2226,96.9788,224.0212,2527.1287
3919,2.2282,97.2694,224.7306,2545.5085
3920,2.2312,97.557,225.443,2545.5085
3921,2.2312,97.846,226.154,2547.3286
3922,2.2312,98.135,226.865,2547.3286
3923,2.2332,98.4284,227.5716,2558.2727
3924,2.2342,98.7208,228.2792,2558.2727
3925,2.248,99.029,228.971,2606.2727
3926,2.248,99.3372,229.6628,2606.2727
3927,2.2536,99.642,230.358,2610.3164
3928,2.2564,99.9488,231.0512,2619.139
3929,2.2616,100.252,231.748,2621.0344
3930,2.2648,100.5536,232.4464,2623.1145
3931,2.2648,100.8552,233.1448,2623.1145
3932,2.2656,101.1596,233.8404,2631.7544
3933,2.2806,101.4618,234.5382,2647.4033
3934,2.2834,101.7658,235.2342,2656.4092
3935,2.2844,102.0702,235.9298,2659.691
3936,2.2904,102.372,236.628,2663.2268
3937,2.296,102.6746,237.3254,2670.9004
3938,2.3026,102.9848,238.0152,2692.8574
3939,2.3086,103.2944,238.7056,2699.1677
3940,2.3246,103.5984,239.4016,2714.8137
3941,2.3274,103.8996,240.1004,2714.8137
3942,2.3456,104.1998,240.8002,2741.8096
3943,2.3466,104.499,241.501,2741.8096
3944,2.348,104.7992,242.2008,2744.7473
3945,2.3524,105.1012,242.8988,2753.6028
3946,2.3538,105.4018,243.5982,2753.6028
3947,2.3544,105.7034,244.2966,2756.8909
3948,2.3544,106.005,244.995,2756.8909
3949,2.358,106.3066,245.6934,2765.329
3950,2.368,106.606,246.394,2779.6655
3951,2.3692,106.9068,247.0932,2784.7356
3952,2.371,107.2058,247.7942,2784.7356
3953,2.378,107.51,248.49,2802.8215
3954,2.3818,107.8158,249.1842,2813.9187
3955,2.382,108.1214,249.8786,2813.9187
3956,2.3862,108.4276,250.5724,2819.3267
3957,2.3932,108.7284,251.2716,2823.6145
3958,2.4014,109.0308,251.9692,2842.6348
3959,2.4028,109.3318,252.6682,2842.6348
3960,2.4124,109.635,253.365,2860.9272
3961,2.4124,109.9382,254.0618,2860.9272
3962,2.4174,110.2402,254.7598,2868.3372
3963,2.4222,110.5466,255.4534,2888.7795
3964,2.4222,110.853,256.147,2888.7795
3965,2.4338,111.153,256.847,2897.253
3966,2.4338,111.453,257.547,2897.253
3967,2.4408,111.749,258.251,2902.767
3968,2.4422,112.0436,258.9564,2902.767
3969,2.4462,112.3382,259.6618,2908.3955
3970,2.4462,112.6344,260.3656,2912.4333
3971,2.4484,112.9324,261.0676,2917.6333
3972,2.45,113.2308,261.7692,2922.8335
3973,2.4574,113.5282,262.4718,2930.8845
3974,2.4692,113.825,263.175,2950.5461
3975,2.4708,114.122,263.878,2953.1616
3976,2.4844,114.4196,264.5804,2973.3115
3977,2.4854,114.7172,265.2828,2974.7646
3978,2.4898,115.0194,265.9806,2996.6387
3979,2.4912,115.3202,266.6798,2996.6387
3980,2.5012,115.623,267.377,3014.0747
3981,2.5076,115.9262,268.0738,3026.035
3982,2.5084,116.2286,268.7714,3026.035
3983,2.5184,116.5318,269.4682,3047.1614
3984,2.5252,116.8312,270.1688,3053.3264
3985,2.539,117.1342,270.8658,3072.1292
3986,2.5426,117.4342,271.5658,3074.5957
3987,2.5464,117.7304,272.2696,3074.5957
3988,2.56,118.0194,272.9806,3086.359
3989,2.5608,118.3076,273.6924,3086.359
3990,2.5666,118.5984,274.4016,3098.5642
3991,2.5716,118.8886,275.1114,3104.6167
3992,2.5722,119.1782,275.8218,3104.6167
3993,2.5806,119.4748,276.5252,3130.0208
3994,2.5838,119.7694,277.2306,3132.3608
3995,2.5858,120.062,277.938,3132.3608
3996,2.5918,120.3558,278.6442,3141.7507
3997,2.5918,120.6496,279.3504,3141.7507
3998,2.592,120.9432,280.0568,3141.7507
3999,2.5942,121.2406,280.7594,3148.2507
4000,2.6004,121.5318,281.4682,3148.2507
4001,2.6032,121.8242,282.1758,3158.651
4002,2.6136,122.1184,282.8816,3181.508
4003,2.627,122.4122,283.5878,3201.624
4004,2.6274,122.7056,284.2944,3201.624
4005,2.6342,122.999,285.001,3211.8608
4006,2.6488,123.2954,285.7046,3234.77
4007,2.66,123.5958,286.4042,3260.5083
4008,2.6626,123.8936,287.1064,3260.5083
4009,2.6642,124.1898,287.8102,3260.5083
4010,2.6718,124.4886,288.5114,3276.4084
4011,2.6718,124.7874,289.2126,3276.4084
4012,2.6828,125.0824,289.9176,3288.58
4013,2.6904,125.3812,290.6188,3304.9065
4014,2.6968,125.6806,291.3194,3321.3145
4015,2.6994,125.9774,292.0226,3321.3145
4016,2.7106,126.2708,292.7292,3331.3894
4017,2.7136,126.5664,293.4336,3341.5293
4018,2.7168,126.8624,294.1376,3347.5005
4019,2.7182,127.157,294.843,3347.5005
4020,2.722,127.4486,295.5514,3348.9539
4021,2.7238,127.7414,296.2586,3352.8538
4022,2.7272,128.0336,296.9664,3358.4436
4023,2.7326,128.3246,297.6754,3364.5476
4024,2.7346,128.615,298.385,3366.3677
4025,2.7404,128.909,299.091,3380.026
4026,2.7404,129.203,299.797,3380.026
4027,2.7404,129.497,300.503,3380.026
4028,2.7432,129.7882,301.2118,3380.026
4029,2.7432,130.0794,301.9206,3380.026
4030,2.7432,130.3706,302.6294,3380.026
4031,2.7448,130.665,303.335,3387.074
4032,2.7458,130.9584,304.0416,3387.074
4033,2.749,131.2538,304.7462,3392.8923
4034,2.7538,131.5452,305.4548,3394.3628
4035,2.7544,131.836,306.164,3394.3628
4036,2.763,132.1276,306.8724,3413.0564
4037,2.7664,132.4192,307.5808,3420.0427
4038,2.7704,132.7096,308.2904,3427.3235
4039,2.7798,132.9972,309.0028,3439.4531
4040,2.7858,133.2836,309.7164,3447.662
4041,2.7864,133.5694,310.4306,3447.662
4042,2.7944,133.8532,311.1468,3456.3804
4043,2.8034,134.14,311.86,3470.3357
4044,2.8034,134.4268,312.5732,3470.3357
4045,2.8098,134.7132,313.2868,3479.054
4046,2.8114,135.0038,313.9962,3487.6997
4047,2.8176,135.2944,314.7056,3502.2332
4048,2.823,135.5854,315.4146,3512.2468
4049,2.823,135.8764,316.1236,3512.2468
4050,2.8328,136.1612,316.8388,3517.4644
4051,2.8352,136.4444,317.5556,3518.7507
4052,2.8376,136.7252,318.2748,3518.7507
4053,2.8456,137.013,318.987,3542.3923
4054,2.8476,137.3014,319.6986,3546.1692
4055,2.8564,137.593,320.407,3563.6052
4056,2.8588,137.8862,321.1138,3571.8252
4057,2.8588,138.1794,321.8206,3571.8252
4058,2.8608,138.4726,322.5274,3576.5132
4059,2.8736,138.7746,323.2254,3609.4844
4060,2.8752,139.0782,323.9218,3614.1348
4061,2.878,139.38,324.62,3615.2068
4062,2.8872,139.6808,325.3192,3625.651
4063,2.8872,139.9816,326.0184,3625.651
4064,2.8874,140.2822,326.7178,3625.651
4065,2.8934,140.5852,327.4148,3637.7788
4066,2.8934,140.8882,328.1118,3637.7788
4067,2.8992,141.1916,328.8084,3653.898
4068,2.9194,141.488,329.512,3674.2324
4069,2.9222,141.7816,330.2184,3674.2324
4070,2.9262,142.077,330.923,3684.8933
4071,2.9292,142.375,331.625,3695.1868
4072,2.9302,142.672,332.328,3695.1868
4073,2.9444,142.9772,333.0228,3733.3003
4074,2.9508,143.2834,333.7166,3750.646
4075,2.951,143.5894,334.4106,3750.646
4076,2.9514,143.8958,335.1042,3751.3748
4077,2.9744,144.2016,335.7984,3806.6155
4078,2.9836,144.5102,336.4898,3831.6804
4079,2.984,144.8184,337.1816,3831.6804
4080,2.9942,145.1256,337.8744,3845.0483
4081,2.9946,145.4326,338.5674,3845.5845
4082,2.9956,145.7394,339.2606,3847.1448
4083,3.004,146.0486,339.9514,3866.6472
4084,3.0042,146.3576,340.6424,3866.6472
4085,3.011,146.6712,341.3288,3886.4592
4086,3.013,146.985,342.015,3889.319
4087,3.0182,147.2936,342.7064,3889.319
4088,3.0198,147.6026,343.3974,3894.5537
4089,3.0242,147.9114,344.0886,3900.8096
4090,3.0242,148.2202,344.7798,3900.8096
4091,3.0242,148.529,345.471,3900.8096
4092,3.0242,148.8378,346.1622,3900.8096
4093,3.0288,149.147,346.853,3905.9497
4094,3.037,149.456,347.544,3920.6511
4095,3.037,149.765,348.235,3920.6511
4096,3.045,150.0756,348.9244,3936.252
4097,3.0502,150.39,349.61,3949.3289
4098,3.0562,150.7064,350.2936,3966.9153
4099,3.0658,151.021,350.979,3978.2473
4100,3.0664,151.3358,351.6642,3979.5337
4101,3.073,151.654,352.346,3998.7393
4102,3.075,151.9702,353.0298,3998.7393
4103,3.0856,152.2844,353.7156,4011.7104
4104,3.0856,152.5986,354.4014,4011.7104
4105,3.103,152.9144,355.0856,4043.9072
4106,3.104,153.2292,355.7708,4043.9072
4107,3.1094,153.5444,356.4556,4050.6528
4108,3.1198,153.86,357.14,4070.1975
4109,3.1206,154.1748,357.8252,4070.1975
4110,3.1206,154.4896,358.5104,4070.1975
4111,3.13,154.8038,359.1962,4087.6191
4112,3.131,155.117,359.883,4087.6191
4113,3.138,155.434,360.566,4101.658
4114,3.1388,155.7532,361.2468,4105.5586
4115,3.1484,156.0708,361.9292,4120.961
4116,3.156,156.3882,362.6118,4131
4117,3.1572,156.7074,363.2926,4136.8506
4118,3.1632,157.0326,363.9674,4154.2886
4119,3.168,157.3574,364.6426,4159.8384
4120,3.1784,157.6778,365.3222,4168.556
4121,3.183,157.9936,366.0064,4168.556
4122,3.1994,158.3074,366.6926,4191.3423
4123,3.2192,158.618,367.382,4225.0737
4124,3.2194,158.9298,368.0702,4228.7134
4125,3.2204,159.2406,368.7594,4228.7134
4126,3.2204,159.5514,369.4486,4228.7134
4127,3.2298,159.8662,370.1338,4248.424
4128,3.2342,160.1806,370.8194,4253.624
4129,3.2368,160.4924,371.5076,4253.624
4130,3.2448,160.8008,372.1992,4260.308
4131,3.2454,161.1088,372.8912,4260.8896
4132,3.2524,161.4136,373.5864,4267.514
4133,3.2574,161.7216,374.2784,4278.1743
4134,3.2582,162.0304,374.9696,4281.4624
4135,3.2604,162.337,375.663,4281.4624
4136,3.2634,162.6406,376.3594,4281.4624
4137,3.268,162.9434,377.0566,4289.748
4138,3.2682,163.246,377.754,4289.748
4139,3.2692,163.5476,378.4524,4289.748
4140,3.2788,163.8488,379.1512,4303.115
4141,3.281,164.151,379.849,4307.7646
4142,3.2916,164.453,380.547,4318.8926
4143,3.2948,164.7544,381.2456,4323.5874
4144,3.2994,165.054,381.946,4330.868
4145,3.311,165.3546,382.6454,4347.8066
4146,3.3132,165.653,383.347,4347.8066
4147,3.3228,165.9446,384.0554,4352.7983
4148,3.3282,166.2324,384.7676,4355.124
4149,3.3282,166.5202,385.4798,4355.124
4150,3.3306,166.8066,386.1934,4356.424
4151,3.3314,167.0922,386.9078,4356.424
4152,3.3338,167.3768,387.6232,4360.065
4153,3.3354,167.6628,388.3372,4362.796
4154,3.3392,167.9478,389.0522,4367.9424
4155,3.341,168.233,389.767,4372.0737
4156,3.349,168.5204,390.4796,4386.6313
4157,3.3618,168.8018,391.1982,4399.159
4158,3.3702,169.0956,391.9044,4444.072
4159,3.3754,169.3842,392.6158,4444.072
4160,3.3766,169.6716,393.3284,4444.072
4161,3.3772,169.9584,394.0416,4444.072
4162,3.3774,170.245,394.755,4444.072
4163,3.3834,170.5294,395.4706,4447.767
4164,3.3834,170.8138,396.1862,4447.767
4165,3.3896,171.104,396.896,4458.7935
4166,3.3922,171.3916,397.6084,4458.7935
4167,3.3962,171.6826,398.3174,4474.048
4168,3.4004,171.9758,399.0242,4485.9375
4169,3.4004,172.269,399.731,4485.9375
4170,3.409,172.5646,400.4354,4502.0986
4171,3.4098,172.8594,401.1406,4502.0986
4172,3.41,173.154,401.846,4502.0986
4173,3.4116,173.4476,402.5524,4502.8784
4174,3.417,173.7404,403.2596,4509.5576
4175,3.4208,174.0294,403.9706,4509.5576
4176,3.431,174.3146,404.6854,4518.249
4177,3.4318,174.6004,405.3996,4520.9785
4178,3.4324,174.8862,406.1138,4521.6216
4179,3.4354,175.1728,406.8272,4525.8335
4180,3.4422,175.4526,407.5474,4525.8335
4181,3.4426,175.732,408.268,4525.8335
4182,3.4468,176.0098,408.9902,4531.8174
4183,3.4604,176.2886,409.7114,4553.8394
4184,3.4614,176.5664,410.4336,4553.8394
4185,3.4674,176.8464,411.1536,4569.8306
4186,3.4692,177.1276,411.8724,4574.189
4187,3.4768,177.4142,412.5858,4608.9688
4188,3.4768,177.7008,413.2992,4608.9688
4189,3.479,177.9852,414.0148,4608.9688
4190,3.4848,178.2706,414.7294,4618.8496
4191,3.4848,178.556,415.444,4618.8496
4192,3.4902,178.839,416.161,4625.014
4193,3.5054,179.1238,416.8762,4650.9688
4194,3.5084,179.4076,417.5924,4654.8696
4195,3.5102,179.6896,418.3104,4654.8696
4196,3.5196,179.9688,419.0312,4668.431
4197,3.5244,180.25,419.75,4682.9526
4198,3.5292,180.5342,420.4658,4701.3022
4199,3.5292,180.8184,421.1816,4701.3022
4200,3.5316,181.101,421.899,4702.465
4201,3.5346,181.3868,422.6132,4714.1494
4202,3.5434,181.6698,423.3302,4723.5625
4203,3.5478,181.9542,424.0458,4734.039
4204,3.5488,182.2386,424.7614,4735.3384
