ts,number_of_pods,time_in_station,time_in_pods,meters_traveled
3825,1.9148,65.9158,161.0842,1995.7922
3826,1.9192,66.2096,161.7904,1995.7922
3827,1.9194,66.5032,162.4968,1995.7922
3828,1.9196,66.7966,163.2034,1995.7922
3829,1.9216,67.0884,163.9116,1996.7299
3830,1.9292,67.3808,164.6192,2011.8014
3831,1.9328,67.673,165.327,2016.8956
3832,1.9374,67.9606,166.0394,2016.8956
3833,1.9476,68.244,166.756,2027.9236
3834,1.9594,68.526,167.474,2048.2036
3835,1.9692,68.8108,168.1892,2065.554
3836,1.9692,69.0956,168.9044,2065.554
3837,1.9706,69.3804,169.6196,2069.306
3838,1.9738,69.663,170.337,2070.759
3839,1.9786,69.9572,171.0428,2113.399
3840,1.9852,70.2494,171.7506,2121.1418
3841,1.9852,70.5416,172.4584,2121.1418
3842,1.9938,70.8328,173.1672,2135.962
3843,1.9986,71.1244,173.8756,2143.5315
3844,1.9986,71.416,174.584,2143.5315
3845,2.0106,71.7018,175.2982,2151.3208
3846,2.0108,71.9874,176.0126,2151.3208
3847,2.0132,72.276,176.724,2159.167
3848,2.016,72.5624,177.4376,2160.0388
3849,2.0262,72.8494,178.1506,2179.8892
3850,2.0262,73.1364,178.8636,2179.8892
3851,2.0284,73.4262,179.5738,2185.8843
3852,2.0404,73.712,180.288,2201.2893
3853,2.0454,73.9986,181.0014,2211.2993
3854,2.0556,74.2832,181.7168,2224.6768
3855,2.0556,74.5678,182.4322,2224.6768
3856,2.0576,74.8504,183.1496,2224.6768
3857,2.0576,75.133,183.867,2224.6768
3858,2.06,75.4186,184.5814,2234.7588
3859,2.0634,75.7078,185.2922,2247.6248
3860,2.0634,75.9986,186.0014,2249.7048
3861,2.0656,76.288,186.712,2252.9937
3862,2.0714,76.5778,187.4222,2267.68
3863,2.0814,76.8656,188.1344,2283.552
3864,2.082,77.1528,188.8472,2283.552
3865,2.0942,77.4442,189.5558,2316.0896
3866,2.1026,77.7368,190.2632,2328.5696
3867,2.1052,78.0306,190.9694,2334.556
3868,2.1142,78.3202,191.6798,2345.1533
3869,2.117,78.614,192.386,2355.423
3870,2.1292,78.913,193.087,2382.5251
3871,2.1378,79.2118,193.7882,2399.787
3872,2.1414,79.5082,194.4918,2402.2532
3873,2.1446,79.807,195.193,2409.6787
3874,2.1448,80.1056,195.8944,2409.6787
3875,2.1448,80.4042,196.5958,2409.6787
3876,2.1538,80.6998,197.3002,2422.0088
3877,2.1538,80.9954,198.0046,2422.0088
3878,2.181,81.2956,198.7044,2463.688
3879,2.1936,81.5988,199.4012,2488.69
3880,2.203,81.8996,200.1004,2497.79
3881,2.2068,82.1966,200.8034,2497.79
3882,2.2188,82.494,201.506,2531.9893
3883,2.2378,82.792,202.208,2563.319
3884,2.2428,83.0914,202.9086,2572.004
3885,2.2552,83.3908,203.6092,2590.0212
3886,2.2616,83.6924,204.3076,2597.8472
3887,2.2658,83.9922,205.0078,2602.7793
3888,2.266,84.2918,205.7082,2602.7793
3889,2.266,84.5914,206.4086,2602.7793
3890,2.2758,84.8962,207.1038,2634.197
3891,2.2758,85.201,207.799,2634.197
3892,2.3084,85.497,208.503,2685.0693
3893,2.31,85.795,209.205,2691.6863
3894,2.31,86.093,209.907,2691.6863
3895,2.31,86.391,210.609,2691.6863
3896,2.3116,86.6874,211.3126,2691.6863
3897,2.3152,86.9858,212.0142,2698.9663
3898,2.324,87.2914,212.7086,2726.5261
3899,2.328,87.5994,213.4006,2743.1663
3900,2.3376,87.9094,214.0906,2763.6921
3901,2.3502,88.21,214.79,2767.8523
3902,2.3554,88.5084,215.4916,2771.7522
3903,2.3734,88.8042,216.1958,2802.308
3904,2.3774,89.096,216.904,2802.308
3905,2.3776,89.3886,217.6114,2803.761
3906,2.3776,89.6812,218.3188,2803.761
3907,2.3814,89.9738,219.0262,2810.7454
3908,2.3828,90.265,219.735,2810.7454
3909,2.3854,90.5574,220.4426,2817.7297
3910,2.3942,90.8498,221.1502,2835.8137
3911,2.3984,91.1434,221.8566,2845.4358
3912,2.4008,91.4416,222.5584,2854.536
3913,2.4046,91.74,223.26,2863.442
3914,2.4202,92.0358,223.9642,2887.3357
3915,2.4214,92.3304,224.6696,2887.3357
3916,2.427,92.6258,225.3742,2895.6558
3917,2.427,92.9212,226.0788,2895.6558
3918,2.427,93.2166,226.7834,2895.6558
3919,2.427,93.512,227.488,2895.6558
3920,2.4288,93.8096,228.1904,2903.8757
3921,2.4364,94.1086,228.8914,2920.4177
3922,2.4448,94.4074,229.5926,2936.4077
3923,2.4486,94.7082,230.2918,2946.3257
3924,2.4486,95.009,230.991,2946.3257
3925,2.4508,95.3098,231.6902,2950.3694
3926,2.4508,95.6106,232.3894,2950.3694
3927,2.4508,95.9114,233.0886,2950.3694
3928,2.4572,96.2086,233.7914,2955.5159
3929,2.4614,96.506,234.494,2964.0957
3930,2.4686,96.8082,235.1918,2981.5317
3931,2.4696,97.1094,235.8906,2981.5317
3932,2.4742,97.4088,236.5912,2989.036
3933,2.4834,97.7094,237.2906,3004.147
3934,2.488,98.0054,237.9946,3004.147
3935,2.4904,98.299,238.701,3004.147
3936,2.4906,98.5924,239.4076,3004.147
3937,2.4906,98.8858,240.1142,3004.147
3938,2.494,99.177,240.823,3005.239
3939,2.4998,99.4688,241.5312,3014.538
3940,2.5044,99.76,242.24,3019.7383
3941,2.505,100.0506,242.9494,3019.7383
3942,2.515,100.3422,243.6578,3044.5562
3943,2.515,100.6338,244.3662,3044.5562
3944,2.515,100.9254,245.0746,3044.5562
3945,2.5206,101.2128,245.7872,3046.3762
3946,2.5304,101.502,246.498,3058.349
3947,2.5308,101.7908,247.2092,3058.349
3948,2.547,102.0734,247.9266,3072.879
3949,2.5628,102.3652,248.6348,3117.9358
3950,2.5804,102.6578,249.3422,3143.753
3951,2.5804,102.9504,250.0496,3143.753
3952,2.5822,103.2412,250.7588,3143.753
3953,2.5824,103.5318,251.4682,3143.753
3954,2.5824,103.8224,252.1776,3143.753
3955,2.5892,104.1154,252.8846,3157.1206
3956,2.5954,104.407,253.593,3162.8975
3957,2.5986,104.6986,254.3014,3167.0574
3958,2.5986,104.9902,255.0098,3167.0574
3959,2.6056,105.2872,255.7128,3190.7173
3960,2.6154,105.588,256.412,3210.4783
3961,2.6192,105.887,257.113,3213.0781
3962,2.6258,106.1794,257.8206,3213.0781
3963,2.6392,106.4756,258.5244,3247.7937
3964,2.6428,106.7706,259.2294,3253.575
3965,2.6452,107.0658,259.9342,3257.3528
3966,2.6606,107.3582,260.6418,3275.9688
3967,2.6616,107.652,261.348,3278.9226
3968,2.666,107.9478,262.0522,3290.1025
3969,2.6798,108.2374,262.7626,3302.1465
3970,2.6926,108.5298,263.4702,3338.713
3971,2.7024,108.8194,264.1806,3354.129
3972,2.7052,109.1126,264.8874,3360.785
3973,2.7054,109.4056,265.5944,3360.785
3974,2.7098,109.6976,266.3024,3365.7249
3975,2.719,109.9968,267.0032,3387.0464
3976,2.7278,110.2916,267.7084,3392.7664
3977,2.7282,110.586,268.414,3392.7664
3978,2.7302,110.881,269.119,3397.8352
3979,2.7314,111.1748,269.8252,3397.8352
3980,2.737,111.4768,270.5232,3410.5176
3981,2.7532,111.7742,271.2258,3425.6511
3982,2.7532,112.0716,271.9284,3425.6511
3983,2.7598,112.3726,272.6274,3444.3992
3984,2.7662,112.674,273.326,3458.372
3985,2.7812,112.9804,274.0196,3492.4873
3986,2.7838,113.2844,274.7156,3493.3096
3987,2.7848,113.5894,275.4106,3497.9976
3988,2.7954,113.8918,276.1082,3512.7017
3989,2.7954,114.1942,276.8058,3512.7017
3990,2.7954,114.4966,277.5034,3512.7017
3991,2.7962,114.7982,278.2018,3512.7017
3992,2.803,115.0954,278.9046,3517.6345
3993,2.8078,115.3934,279.6066,3528.5537
3994,2.8086,115.692,280.308,3531.836
3995,2.812,115.988,281.012,3533.3057
3996,2.812,116.284,281.716,3533.3057
3997,2.812,116.58,282.42,3533.3057
3998,2.822,116.8846,283.1154,3561.4255
3999,2.8442,117.1864,283.8136,3592.7695
4000,2.8574,117.4882,284.5118,3612.2588
4001,2.8608,117.7866,285.2134,3612.2588
4002,2.8872,118.0872,285.9128,3645.0396
4003,2.8912,118.3848,286.6152,3647.094
4004,2.8912,118.6824,287.3176,3647.094
4005,2.8996,118.9844,288.0156,3664.0676
4006,2.9034,119.291,288.709,3676.2725
4007,2.9034,119.5976,289.4024,3676.2725
4008,2.9034,119.9042,290.0958,3676.2725
4009,2.906,120.2124,290.7876,3681.8403
4010,2.9108,120.5244,291.4756,3696.2964
4011,2.9108,120.8364,292.1636,3696.2964
4012,2.9276,121.1414,292.8586,3719.2668
4013,2.9422,121.4472,293.5528,3741.6829
4014,2.9422,121.753,294.247,3741.6829
4015,2.9422,122.0588,294.9412,3741.6829
4016,2.9534,122.3638,295.6362,3765.1724
4017,2.9592,122.6642,296.3358,3768.3884
4018,2.9714,122.9684,297.0316,3791.6365
4019,2.977,123.2764,297.7236,3803.8557
4020,2.9804,123.5866,298.4134,3813.4756
4021,2.9862,123.8938,299.1062,3818.9348
4022,2.993,124.2008,299.7992,3833.2349
4023,2.994,124.5104,300.4896,3839.738
4024,2.9946,124.8206,301.1794,3844.671
4025,2.9974,125.1282,301.8718,3844.962
4026,3.0028,125.4384,302.5616,3854.7388
4027,3.0046,125.7482,303.2518,3857.3125
4028,3.0072,126.0554,303.9446,3857.3125
4029,3.0098,126.3618,304.6382,3860.2068
4030,3.0198,126.6656,305.3344,3875.413
4031,3.0222,126.968,306.032,3876.866
4032,3.0322,127.2698,306.7302,3890.906
4033,3.0338,127.5718,307.4282,3893.246
4034,3.0592,127.865,308.135,3923.4077
4035,3.0624,128.1624,308.8376,3935.2869
4036,3.0624,128.4598,309.5402,3935.2869
4037,3.0698,128.7542,310.2458,3944.329
4038,3.078,129.048,310.952,3962.1428
4039,3.0828,129.3406,311.6594,3965.4197
4040,3.087,129.6308,312.3692,3968.9292
4041,3.0908,129.921,313.079,3975.913
4042,3.101,130.2144,313.7856,4006.0747
4043,3.102,130.5094,314.4906,4010.854
4044,3.102,130.8044,315.1956,4010.854
4045,3.1094,131.1044,315.8956,4030.3308
4046,3.1298,131.396,316.604,4046.6597
4047,3.1386,131.687,317.313,4060.034
4048,3.1502,131.9716,318.0284,4069.589
4049,3.1504,132.256,318.744,4069.589
4050,3.1504,132.5404,319.4596,4069.589
4051,3.1506,132.8246,320.1754,4069.589
4052,3.1506,133.1088,320.8912,4069.589
4053,3.1506,133.393,321.607,4069.589
4054,3.155,133.6786,322.3214,4078.017
4055,3.155,133.9642,323.0358,4078.017
4056,3.1598,134.2516,323.7484,4086.974
4057,3.1598,134.539,324.461,4086.974
4058,3.1598,134.8264,325.1736,4086.974
4059,3.1684,135.1184,325.8816,4117.914
4060,3.1748,135.404,326.596,4117.914
4061,3.179,135.6872,327.3128,4120.254
4062,3.186,135.9634,328.0366,4120.254
4063,3.2164,136.2392,328.7608,4169.9707
4064,3.218,136.5152,329.4848,4172.311
4065,3.2288,136.7922,330.2078,4189.028
4066,3.2288,137.0692,330.9308,4189.028
4067,3.2288,137.3462,331.6538,4189.028
4068,3.2298,137.6222,332.3778,4189.028
4069,3.2316,137.8986,333.1014,4191.8877
4070,3.2344,138.1776,333.8224,4199.735
4071,3.2368,138.4542,334.5458,4199.735
4072,3.2586,138.7206,335.2794,4224.2803
4073,3.2612,138.9872,336.0128,4227.9204
4074,3.2612,139.2538,336.7462,4227.9204
4075,3.272,139.5234,337.4766,4250.2827
4076,3.2808,139.7884,338.2116,4256.746
4077,3.2864,140.057,338.943,4276.778
4078,3.2872,140.3248,339.6752,4276.778
4079,3.2874,140.5924,340.4076,4276.778
4080,3.3042,140.851,341.149,4290.5117
4081,3.3122,141.1074,341.8926,4301.822
4082,3.324,141.3618,342.6382,4313.22
4083,3.3364,141.6124,343.3876,4335.5796
4084,3.339,141.8632,344.1368,4341.334
4085,3.3412,142.1134,344.8866,4343.658
4086,3.3442,142.3652,345.6348,4350.342
4087,3.3442,142.617,346.383,4350.342
4088,3.348,142.8684,347.1316,4356.9707
4089,3.3588,143.1198,347.8802,4375.1284
4090,3.3588,143.3712,348.6288,4375.1284
4091,3.3594,143.622,349.378,4375.1284
4092,3.3624,143.8762,350.1238,4383.449
4093,3.3652,144.1296,350.8704,4386.3564
4094,3.368,144.3826,351.6174,4390.765
4095,3.3692,144.6354,352.3646,4393.4453
4096,3.3712,144.8862,353.1138,4393.4453
4097,3.3726,145.1356,353.8644,4393.4453
4098,3.3778,145.3848,354.6152,4403.72
4099,3.3862,145.6314,355.3686,4409.0005
4100,3.3898,145.8768,356.1232,4412.487
4101,3.3906,146.1214,356.8786,4412.487
4102,3.3924,146.3682,357.6318,4421.863
4103,3.4126,146.6216,358.3784,4462.886
4104,3.417,146.8748,359.1252,4471.517
4105,3.425,147.1308,359.8692,4492.9453
4106,3.431,147.386,360.614,4497.6787
4107,3.4322,147.6432,361.3568,4501.838
4108,3.4334,147.9016,362.0984,4508.271
4109,3.4354,148.158,362.842,4508.271
4110,3.4354,148.4144,363.5856,4508.271
4111,3.4358,148.6704,364.3296,4508.271
4112,3.4358,148.9264,365.0736,4508.271
4113,3.4522,149.188,365.812,4538.645
4114,3.4522,149.4496,366.5504,4538.645
4115,3.4724,149.7186,367.2814,4588.7275
4116,3.4734,149.9866,368.0134,4588.7275
4117,3.4808,150.2522,368.7478,4601.7275
4118,3.4936,150.5138,369.4862,4613.7476
4119,3.5042,150.7784,370.2216,4637.4517
4120,3.5074,151.0434,370.9566,4641.6685
4121,3.5074,151.3084,371.6916,4641.6685
4122,3.535,151.5844,372.4156,4712.8003
4123,3.539,151.8572,373.1428,4713.8403
4124,3.539,152.13,373.87,4713.8403
4125,3.547,152.404,374.596,4724.9165
4126,3.547,152.678,375.322,4724.9165
4127,3.547,152.952,376.048,4724.9165
4128,3.5632,153.2208,376.7792,4740.897
4129,3.5694,153.4902,377.5098,4749.7373
4130,3.5758,153.7596,378.2404,4759.0347
4131,3.5788,154.0304,378.9696,4767.953
4132,3.5818,154.2982,379.7018,4767.953
4133,3.5936,154.5672,380.4328,4786.8994
4134,3.5936,154.8362,381.1638,4786.8994
4135,3.6014,155.1056,381.8944,4802.446
4136,3.6014,155.375,382.625,4802.446
4137,3.6148,155.643,383.357,4826.3086
4138,3.6176,155.9082,384.0918,4826.3086
4139,3.6208,156.1754,384.8246,4835.868
4140,3.6298,156.4454,385.5546,4853.0117
4141,3.6324,156.714,386.286,4854.572
4142,3.6382,156.9774,387.0226,4857.0386
4143,3.6608,157.2596,387.7404,4934.1484
4144,3.6702,157.538,388.462,4947.9155
4145,3.6712,157.8166,389.1834,4949.6597
4146,3.6712,158.0952,389.9048,4949.6597
4147,3.672,158.373,390.627,4949.6597
4148,3.6736,158.6492,391.3508,4949.6597
4149,3.6736,158.9254,392.0746,4949.6597
4150,3.676,159.202,392.798,4955.415
4151,3.6786,159.4814,393.5186,4965.4067
4152,3.6786,159.7608,394.2392,4965.4067
4153,3.6806,160.0412,394.9588,4969.3066
4154,3.6806,160.3216,395.6784,4969.3066
4155,3.6806,160.602,396.398,4969.3066
4156,3.6806,160.8824,397.1176,4969.3066
4157,3.6806,161.1628,397.8372,4969.3066
4158,3.6876,161.4478,398.5522,4992.478
4159,3.6916,161.7348,399.2652,5004.1787
4160,3.7,162.0252,399.9748,5015.3926
4161,3.7084,162.3184,400.6816,5036.362
4162,3.7092,162.6116,401.3884,5037.5244
4163,3.715,162.9098,402.0902,5051.53
4164,3.716,163.2072,402.7928,5051.8213
4165,3.7226,163.5026,403.4974,5057.9194
4166,3.7268,163.8,404.2,5067.4565
4167,3.728,164.0962,404.9038,5067.4565
4168,3.7434,164.392,405.608,5095.027
4169,3.7442,164.687,406.313,5095.027
4170,3.7532,164.9866,407.0134,5123.519
4171,3.7536,165.2858,407.7142,5123.519
4172,3.7536,165.585,408.415,5123.519
4173,3.7536,165.8842,409.1158,5123.519
4174,3.7624,166.1872,409.8128,5141.2114
4175,3.7624,166.4902,410.5098,5141.2114
4176,3.7624,166.7932,411.2068,5141.2114
4177,3.7624,167.0962,411.9038,5141.2114
4178,3.778,167.4068,412.5932,5174.3994
4179,3.7816,167.7206,413.2794,5186.2803
4180,3.7974,168.0304,413.9696,5204.298
4181,3.7992,168.3384,414.6616,5204.298
4182,3.8352,168.64,415.36,5268.8794
4183,3.8352,168.9416,416.0584,5268.8794
4184,3.8434,169.235,416.765,5268.8794
4185,3.8488,169.5338,417.4662,5281.4126
4186,3.8488,169.8326,418.1674,5281.4126
4187,3.855,170.1334,418.8666,5297.8853
4188,3.856,170.434,419.566,5301.174
4189,3.856,170.7346,420.2654,5301.174
4190,3.861,171.0394,420.9606,5318.0845
4191,3.867,171.347,421.653,5331.101
4192,3.8936,171.6522,422.3478,5384.3364
4193,3.9118,171.9554,423.0446,5404.651
4194,3.9248,172.2582,423.7418,5429.2197
4195,3.9248,172.561,424.439,5429.2197
4196,3.9258,172.8634,425.1366,5430.9634
4197,3.9348,173.1632,425.8368,5445.051
4198,3.948,173.4672,426.5328,5471.591
4199,3.948,173.7712,427.2288,5471.591
4200,3.9536,174.0736,427.9264,5478.7437
4201,3.9546,174.3756,428.6244,5479.977
4202,3.9612,174.671,429.329,5479.977
4203,3.9642,174.9714,430.0286,5492.3003
4204,3.9754,175.2766,430.7234,5520.421
4205,4.0028,175.5738,431.4262,5543.9873
4206,4.0132,175.8682,432.1318,5561.1934
